"municipal_typologie_id","municipal_typologie","weekday","hour","num_occupied","num_tot","occupied_ratio"
5,"Gürtel der Mittelzentren","saturday ","14","4943","162804","0.03036166187562959141"
5,"Gürtel der Mittelzentren","saturday ","15","4509","157565","0.02861676133659124806"
5,"Gürtel der Mittelzentren","saturday ","16","4510","154274","0.02923370107730401753"
5,"Gürtel der Mittelzentren","saturday ","17","4604","161518","0.02850456295892717839"
5,"Gürtel der Mittelzentren","saturday ","18","4125","156159","0.02641538431982786775"
5,"Gürtel der Mittelzentren","saturday ","19","4375","162700","0.02688998156115550092"
5,"Gürtel der Mittelzentren","saturday ","20","4093","156069","0.02622557971153784544"
5,"Gürtel der Mittelzentren","saturday ","21","3597","154191","0.02332820981769363971"
5,"Gürtel der Mittelzentren","saturday ","22","3250","152899","0.02125586171263383018"
5,"Gürtel der Mittelzentren","saturday ","23","3393","156196","0.02172270736766626546"
5,"Gürtel der Mittelzentren","sunday   ","0","3381","157348","0.02148740371660268958"
5,"Gürtel der Mittelzentren","sunday   ","1","3432","161565","0.02124222449169065082"
5,"Gürtel der Mittelzentren","sunday   ","2","3242","160067","0.02025401862969881362"
5,"Gürtel der Mittelzentren","sunday   ","3","3362","158115","0.02126300477500553395"
5,"Gürtel der Mittelzentren","sunday   ","4","3322","153478","0.02164479599682039120"
5,"Gürtel der Mittelzentren","sunday   ","5","3290","156873","0.02097237893072740370"
5,"Gürtel der Mittelzentren","sunday   ","6","3256","152312","0.02137717317085981407"
5,"Gürtel der Mittelzentren","sunday   ","7","3871","157764","0.02453664967926776704"
5,"Gürtel der Mittelzentren","sunday   ","8","4271","154317","0.02767679516838715112"
5,"Gürtel der Mittelzentren","sunday   ","9","4647","161264","0.02881610278797499752"
5,"Gürtel der Mittelzentren","sunday   ","10","4650","160322","0.02900412919000511471"
5,"Gürtel der Mittelzentren","sunday   ","11","5283","162431","0.03252457966767427400"
5,"Gürtel der Mittelzentren","sunday   ","12","5614","164371","0.03415444330204233107"
5,"Gürtel der Mittelzentren","sunday   ","13","5764","163564","0.03524002836810056003"
5,"Gürtel der Mittelzentren","sunday   ","14","5544","160605","0.03451947324180442701"
5,"Gürtel der Mittelzentren","sunday   ","15","4975","156325","0.03182472413241644011"
5,"Gürtel der Mittelzentren","sunday   ","16","5018","157856","0.03178846543685384148"
5,"Gürtel der Mittelzentren","sunday   ","17","5004","164627","0.03039598607761788771"
5,"Gürtel der Mittelzentren","sunday   ","18","4473","158420","0.02823507132937760384"
5,"Gürtel der Mittelzentren","sunday   ","19","4363","162117","0.02691266184298993936"
5,"Gürtel der Mittelzentren","sunday   ","20","3999","163160","0.02450968374601618044"
5,"Gürtel der Mittelzentren","sunday   ","21","3702","165773","0.02233174280491998094"
5,"Gürtel der Mittelzentren","sunday   ","22","3555","165454","0.02148633457033374835"
5,"Gürtel der Mittelzentren","sunday   ","23","3572","165388","0.02159769753549229690"
5,"Gürtel der Mittelzentren","thursday ","0","3566","167137","0.02133579039949263179"
5,"Gürtel der Mittelzentren","thursday ","1","3494","167780","0.02082488973655978067"
5,"Gürtel der Mittelzentren","thursday ","2","3276","158435","0.02067724934515732004"
5,"Gürtel der Mittelzentren","thursday ","3","3402","166213","0.02046771311509930030"
5,"Gürtel der Mittelzentren","thursday ","4","3422","164966","0.02074366839227477177"
5,"Gürtel der Mittelzentren","thursday ","5","3473","169630","0.02047397276425160644"
5,"Gürtel der Mittelzentren","thursday ","6","3208","160548","0.01998156314622418218"
5,"Gürtel der Mittelzentren","thursday ","7","3480","166433","0.02090931485943292496"
5,"Gürtel der Mittelzentren","thursday ","8","3251","164232","0.01979516781138876711"
5,"Gürtel der Mittelzentren","thursday ","9","3344","166679","0.02006251537386233419"
5,"Gürtel der Mittelzentren","thursday ","10","3756","166733","0.02252703424037233181"
5,"Gürtel der Mittelzentren","thursday ","11","4309","166460","0.02588609876246545717"
5,"Gürtel der Mittelzentren","thursday ","12","4607","166847","0.02761212368217588569"
5,"Gürtel der Mittelzentren","thursday ","13","5049","166766","0.03027595553050381972"
5,"Gürtel der Mittelzentren","thursday ","14","5106","163878","0.03115732435104162853"
5,"Gürtel der Mittelzentren","thursday ","15","5200","164461","0.03161843841397048540"
5,"Gürtel der Mittelzentren","thursday ","16","5018","159433","0.03147403611548424730"
5,"Gürtel der Mittelzentren","thursday ","17","4926","167603","0.02939088202478475922"
5,"Gürtel der Mittelzentren","thursday ","18","4257","161480","0.02636239782016348774"
5,"Gürtel der Mittelzentren","thursday ","19","3950","167322","0.02360717658168083097"
5,"Gürtel der Mittelzentren","thursday ","20","3704","163646","0.02263422265133275485"
5,"Gürtel der Mittelzentren","thursday ","21","3809","167428","0.02275007764531619562"
5,"Gürtel der Mittelzentren","thursday ","22","3521","167456","0.02102641888018345118"
5,"Gürtel der Mittelzentren","thursday ","23","3482","165615","0.02102466564018959635"
5,"Gürtel der Mittelzentren","tuesday  ","0","3310","162067","0.02042365194641722251"
5,"Gürtel der Mittelzentren","tuesday  ","1","3240","159530","0.02030965962514887482"
5,"Gürtel der Mittelzentren","tuesday  ","2","3195","161905","0.01973379450912572187"
5,"Gürtel der Mittelzentren","tuesday  ","3","3056","157854","0.01935966145932317205"
5,"Gürtel der Mittelzentren","tuesday  ","4","2934","158542","0.01850613717500725360"
5,"Gürtel der Mittelzentren","tuesday  ","5","2963","163468","0.01812587173024689848"
5,"Gürtel der Mittelzentren","tuesday  ","6","2682","153269","0.01749864617111092263"
5,"Gürtel der Mittelzentren","tuesday  ","7","3229","164021","0.01968650355747129941"
5,"Gürtel der Mittelzentren","tuesday  ","8","4825","171732","0.02809610323061514453"
5,"Gürtel der Mittelzentren","tuesday  ","9","5856","181781","0.03221458788322211892"
5,"Gürtel der Mittelzentren","tuesday  ","10","5818","178527","0.03258890812034034068"
5,"Gürtel der Mittelzentren","tuesday  ","11","5962","181291","0.03288635398337479522"
5,"Gürtel der Mittelzentren","tuesday  ","12","5804","181494","0.03197901859014623073"
5,"Gürtel der Mittelzentren","tuesday  ","13","5762","181471","0.03175162973698276860"
5,"Gürtel der Mittelzentren","tuesday  ","14","5625","178358","0.03153769385169154173"
5,"Gürtel der Mittelzentren","tuesday  ","15","5432","178684","0.03040003581742069799"
5,"Gürtel der Mittelzentren","tuesday  ","16","5365","169909","0.03157572582970884415"
5,"Gürtel der Mittelzentren","tuesday  ","17","5446","181185","0.03005767585616910892"
5,"Gürtel der Mittelzentren","tuesday  ","18","4749","175231","0.02710136904999686129"
5,"Gürtel der Mittelzentren","tuesday  ","19","4692","176471","0.02658793796147808988"
5,"Gürtel der Mittelzentren","tuesday  ","20","4535","171254","0.02648113328739766662"
5,"Gürtel der Mittelzentren","tuesday  ","21","4327","175667","0.02463183181815594278"
5,"Gürtel der Mittelzentren","tuesday  ","22","4406","182776","0.02410600954173414453"
5,"Gürtel der Mittelzentren","tuesday  ","23","4019","172715","0.02326954809947022552"
5,"Gürtel der Mittelzentren","wednesday","0","3759","167536","0.02243696877089103238"
5,"Gürtel der Mittelzentren","wednesday","1","3708","167814","0.02209589188029604205"
5,"Gürtel der Mittelzentren","wednesday","2","3565","164772","0.02163595756560580681"
5,"Gürtel der Mittelzentren","wednesday","3","3538","164220","0.02154426988186578979"
5,"Gürtel der Mittelzentren","wednesday","4","3253","157695","0.02062842829512666857"
5,"Gürtel der Mittelzentren","wednesday","5","3334","164397","0.02028017542899201324"
5,"Gürtel der Mittelzentren","wednesday","6","3087","157693","0.01957601161750997191"
5,"Gürtel der Mittelzentren","wednesday","7","3276","164447","0.01992131203366434170"
5,"Gürtel der Mittelzentren","wednesday","8","3520","162112","0.02171338333991314647"
5,"Gürtel der Mittelzentren","wednesday","9","4100","164958","0.02485481152778282957"
5,"Gürtel der Mittelzentren","wednesday","10","4321","164866","0.02620916380575740298"
5,"Gürtel der Mittelzentren","wednesday","11","4227","165064","0.02560824892163039791"
5,"Gürtel der Mittelzentren","wednesday","12","4572","165000","0.02770909090909090909"
5,"Gürtel der Mittelzentren","wednesday","13","4813","164746","0.02921466985541378850"
5,"Gürtel der Mittelzentren","wednesday","14","4773","161973","0.02946787427534218666"
5,"Gürtel der Mittelzentren","wednesday","15","4922","163976","0.03001658779333561009"
5,"Gürtel der Mittelzentren","wednesday","16","4754","158812","0.02993476563483867718"
5,"Gürtel der Mittelzentren","wednesday","17","5117","167698","0.03051318441484096411"
5,"Gürtel der Mittelzentren","wednesday","18","4790","167515","0.02859445422797958392"
5,"Gürtel der Mittelzentren","wednesday","19","5459","174286","0.03132207979986918054"
5,"Gürtel der Mittelzentren","wednesday","20","4785","171691","0.02786983592616968857"
5,"Gürtel der Mittelzentren","wednesday","21","4367","173357","0.02519079125734755447"
5,"Gürtel der Mittelzentren","wednesday","22","3902","166880","0.02338207094918504314"
5,"Gürtel der Mittelzentren","wednesday","23","3551","166998","0.02126372770931388400"
6,"Kleinzentren","friday   ","0","468","34188","0.01368901368901368901"
6,"Kleinzentren","friday   ","1","468","34182","0.01369141653501843075"
6,"Kleinzentren","friday   ","2","471","33990","0.01385701676963812886"
6,"Kleinzentren","friday   ","3","474","34092","0.01390355508623724041"
6,"Kleinzentren","friday   ","4","516","33390","0.01545372866127583109"
6,"Kleinzentren","friday   ","5","474","33447","0.01417167458964929590"
6,"Kleinzentren","friday   ","6","477","33684","0.01416102600641254008"
6,"Kleinzentren","friday   ","7","597","34044","0.01753612971448713430"
6,"Kleinzentren","friday   ","8","720","33765","0.02132385606397156819"
6,"Kleinzentren","friday   ","9","1113","34695","0.03207955036748811068"
6,"Kleinzentren","friday   ","10","1368","33723","0.04056578596210301575"
6,"Kleinzentren","friday   ","11","1347","34191","0.03939633236816706151"
6,"Kleinzentren","friday   ","12","1143","33969","0.03364832641526097324"
6,"Kleinzentren","friday   ","13","1209","34107","0.03544726888908435219"
6,"Kleinzentren","friday   ","14","1290","33843","0.03811718819253612268"
6,"Kleinzentren","friday   ","15","1152","33660","0.03422459893048128342"
6,"Kleinzentren","friday   ","16","1056","32619","0.03237376988871516601"
6,"Kleinzentren","friday   ","17","1077","33957","0.03171658273699090026"
6,"Kleinzentren","friday   ","18","879","33597","0.02616305027234574516"
6,"Kleinzentren","friday   ","19","819","34119","0.02400422052228963334"
6,"Kleinzentren","friday   ","20","558","33837","0.01649082365457930668"
6,"Kleinzentren","friday   ","21","390","32766","0.01190258194469877312"
6,"Kleinzentren","friday   ","22","258","31197","0.00827002596403500337"
6,"Kleinzentren","friday   ","23","216","31212","0.00692041522491349481"
6,"Kleinzentren","monday   ","0","432","33663","0.01283308083058550931"
6,"Kleinzentren","monday   ","1","432","32880","0.01313868613138686131"
6,"Kleinzentren","monday   ","2","432","32226","0.01340532489294358592"
6,"Kleinzentren","monday   ","3","414","31983","0.01294437670012193978"
6,"Kleinzentren","monday   ","4","417","31494","0.01324061726043055820"
6,"Kleinzentren","monday   ","5","411","31923","0.01287472981862606898"
6,"Kleinzentren","monday   ","6","450","32040","0.01404494382022471910"
6,"Kleinzentren","monday   ","7","579","32433","0.01785218758671723245"
6,"Kleinzentren","monday   ","8","822","33471","0.02455857309312539213"
6,"Kleinzentren","monday   ","9","981","33648","0.02915477888730385164"
6,"Kleinzentren","monday   ","10","1053","33648","0.03129457917261055635"
6,"Kleinzentren","monday   ","11","1107","33798","0.03275341736197408131"
6,"Kleinzentren","monday   ","12","1095","34407","0.03182491934780713227"
6,"Kleinzentren","monday   ","13","1215","35319","0.03440074747303151278"
6,"Kleinzentren","monday   ","14","1476","35091","0.04206206719671710695"
6,"Kleinzentren","monday   ","15","1458","33825","0.04310421286031042129"
6,"Kleinzentren","monday   ","16","1272","31998","0.03975248453028314270"
6,"Kleinzentren","monday   ","17","1644","33201","0.04951658082587873859"
6,"Kleinzentren","monday   ","18","1605","33231","0.04829827570641870543"
6,"Kleinzentren","monday   ","19","1557","33672","0.04624019957234497505"
6,"Kleinzentren","monday   ","20","1242","33585","0.03698079499776686021"
6,"Kleinzentren","monday   ","21","996","33888","0.02939093484419263456"
6,"Kleinzentren","monday   ","22","879","33915","0.02591773551525873507"
6,"Kleinzentren","monday   ","23","858","33471","0.02563413103880971587"
6,"Kleinzentren","saturday ","0","234","32196","0.00726798360044726053"
6,"Kleinzentren","saturday ","1","246","32505","0.00756806645131518228"
6,"Kleinzentren","saturday ","2","216","32226","0.00670266244647179296"
6,"Kleinzentren","saturday ","3","222","32793","0.00676973744396670021"
6,"Kleinzentren","saturday ","4","234","32805","0.00713305898491083676"
6,"Kleinzentren","saturday ","5","252","33096","0.00761421319796954315"
6,"Kleinzentren","saturday ","6","384","33456","0.01147776183644189383"
6,"Kleinzentren","saturday ","7","339","33789","0.01003285092781674509"
6,"Kleinzentren","saturday ","8","657","33684","0.01950480940505878162"
6,"Kleinzentren","saturday ","9","645","32799","0.01966523369614927284"
6,"Kleinzentren","saturday ","10","870","31875","0.02729411764705882353"
6,"Kleinzentren","saturday ","11","792","30891","0.02563853549577546858"
6,"Kleinzentren","saturday ","12","837","33390","0.02506738544474393531"
6,"Kleinzentren","saturday ","13","1149","34068","0.03372666431842197957"
6,"Kleinzentren","saturday ","14","990","33771","0.02931509283112729857"
6,"Kleinzentren","saturday ","15","768","32124","0.02390735898393724318"
6,"Kleinzentren","saturday ","16","672","31407","0.02139650396408443977"
6,"Kleinzentren","saturday ","17","813","32826","0.02476695302504112594"
6,"Kleinzentren","saturday ","18","777","32268","0.02407958348828560803"
6,"Kleinzentren","saturday ","19","693","32949","0.02103250478011472275"
6,"Kleinzentren","saturday ","20","474","32061","0.01478431739496584636"
6,"Kleinzentren","saturday ","21","315","31374","0.01004016064257028112"
6,"Kleinzentren","saturday ","22","192","31125","0.00616867469879518072"
6,"Kleinzentren","saturday ","23","153","31815","0.00480905233380480905"
6,"Kleinzentren","sunday   ","0","144","32079","0.00448891798372767231"
6,"Kleinzentren","sunday   ","1","153","32904","0.00464989059080962801"
6,"Kleinzentren","sunday   ","2","144","33099","0.00435058460980694281"
6,"Kleinzentren","sunday   ","3","144","32061","0.00449143819593899130"
6,"Kleinzentren","sunday   ","4","132","31392","0.00420489296636085627"
6,"Kleinzentren","sunday   ","5","144","31536","0.00456621004566210046"
6,"Kleinzentren","sunday   ","6","162","31833","0.00508905852417302799"
6,"Kleinzentren","sunday   ","7","225","32259","0.00697479773086580489"
6,"Kleinzentren","sunday   ","8","789","31893","0.02473897093406076569"
6,"Kleinzentren","sunday   ","9","1083","32898","0.03291993434251322269"
6,"Kleinzentren","sunday   ","10","1179","32712","0.03604181951577402788"
6,"Kleinzentren","sunday   ","11","1269","33120","0.03831521739130434783"
6,"Kleinzentren","sunday   ","12","1263","33543","0.03765316161345139075"
6,"Kleinzentren","sunday   ","13","894","33165","0.02695612844866576210"
6,"Kleinzentren","sunday   ","14","1044","33090","0.03155031731640979148"
6,"Kleinzentren","sunday   ","15","879","31749","0.02768591136728715865"
6,"Kleinzentren","sunday   ","16","1005","32037","0.03136997846240284671"
6,"Kleinzentren","sunday   ","17","1080","33417","0.03231887961217344465"
6,"Kleinzentren","sunday   ","18","867","32991","0.02627989451668636901"
6,"Kleinzentren","sunday   ","19","726","33045","0.02197004085338175216"
6,"Kleinzentren","sunday   ","20","753","33636","0.02238672850517302890"
6,"Kleinzentren","sunday   ","21","561","33717","0.01663849096894741525"
6,"Kleinzentren","sunday   ","22","441","33771","0.01305854135204761482"
6,"Kleinzentren","sunday   ","23","423","33738","0.01253779121465409924"
6,"Kleinzentren","thursday ","0","561","34218","0.01639487988777836227"
6,"Kleinzentren","thursday ","1","477","34350","0.01388646288209606987"
6,"Kleinzentren","thursday ","2","468","32565","0.01437125748502994012"
6,"Kleinzentren","thursday ","3","459","33861","0.01355541773721981040"
6,"Kleinzentren","thursday ","4","468","33858","0.01382243487506645401"
6,"Kleinzentren","thursday ","5","477","34092","0.01399155227032734952"
6,"Kleinzentren","thursday ","6","468","33624","0.01391862955032119914"
6,"Kleinzentren","thursday ","7","468","34119","0.01371669744130836191"
6,"Kleinzentren","thursday ","8","579","33960","0.01704946996466431095"
6,"Kleinzentren","thursday ","9","642","34134","0.01880822640182808930"
6,"Kleinzentren","thursday ","10","924","34089","0.02710551790900290416"
6,"Kleinzentren","thursday ","11","921","34026","0.02706753658966672545"
6,"Kleinzentren","thursday ","12","996","34080","0.02922535211267605634"
6,"Kleinzentren","thursday ","13","1293","34050","0.03797356828193832599"
6,"Kleinzentren","thursday ","14","1140","33888","0.03364022662889518414"
6,"Kleinzentren","thursday ","15","1227","33603","0.03651459691099009017"
6,"Kleinzentren","thursday ","16","1257","32592","0.03856774668630338733"
6,"Kleinzentren","thursday ","17","1116","34068","0.03275801338499471645"
6,"Kleinzentren","thursday ","18","1143","33474","0.03414590428392184979"
6,"Kleinzentren","thursday ","19","906","33945","0.02669023420238621299"
6,"Kleinzentren","thursday ","20","792","33633","0.02354830077602354830"
6,"Kleinzentren","thursday ","21","624","34002","0.01835186165519675313"
6,"Kleinzentren","thursday ","22","588","34164","0.01721109940288022480"
6,"Kleinzentren","thursday ","23","525","33804","0.01553070642527511537"
6,"Kleinzentren","tuesday  ","0","882","33219","0.02655107017068545110"
6,"Kleinzentren","tuesday  ","1","876","32769","0.02673258262382129452"
6,"Kleinzentren","tuesday  ","2","876","33759","0.02594863591931040611"
6,"Kleinzentren","tuesday  ","3","819","32499","0.02520077540847410690"
6,"Kleinzentren","tuesday  ","4","834","32610","0.02557497700091996320"
6,"Kleinzentren","tuesday  ","5","822","33084","0.02484584693507435618"
6,"Kleinzentren","tuesday  ","6","768","32397","0.02370589869432354848"
6,"Kleinzentren","tuesday  ","7","834","33717","0.02473529673458492748"
6,"Kleinzentren","tuesday  ","8","900","35331","0.02547338031756814129"
6,"Kleinzentren","tuesday  ","9","921","36846","0.02499592900179123921"
6,"Kleinzentren","tuesday  ","10","915","36153","0.02530910297900589163"
6,"Kleinzentren","tuesday  ","11","1050","36792","0.02853881278538812785"
6,"Kleinzentren","tuesday  ","12","939","36945","0.02541615915550142103"
6,"Kleinzentren","tuesday  ","13","1047","36915","0.02836245428687525396"
6,"Kleinzentren","tuesday  ","14","1188","36801","0.03228173147468818782"
6,"Kleinzentren","tuesday  ","15","1251","36324","0.03444003964321110010"
6,"Kleinzentren","tuesday  ","16","1290","34437","0.03745970903388796934"
6,"Kleinzentren","tuesday  ","17","1362","36681","0.03713093972356260734"
6,"Kleinzentren","tuesday  ","18","1287","36417","0.03534063761430101326"
6,"Kleinzentren","tuesday  ","19","1092","35754","0.03054203725457291492"
6,"Kleinzentren","tuesday  ","20","960","35286","0.02720625743921101853"
6,"Kleinzentren","tuesday  ","21","765","35559","0.02151354087572766388"
6,"Kleinzentren","tuesday  ","22","675","36927","0.01827930782354374848"
6,"Kleinzentren","tuesday  ","23","480","35052","0.01369394043135912359"
6,"Kleinzentren","wednesday","0","447","34137","0.01309429651111696986"
6,"Kleinzentren","wednesday","1","486","34131","0.01423925463654742023"
6,"Kleinzentren","wednesday","2","486","33996","0.01429579950582421461"
6,"Kleinzentren","wednesday","3","471","33438","0.01408577068006459716"
6,"Kleinzentren","wednesday","4","429","32361","0.01325669787707425605"
6,"Kleinzentren","wednesday","5","462","33027","0.01398855481878463076"
6,"Kleinzentren","wednesday","6","468","33048","0.01416122004357298475"
6,"Kleinzentren","wednesday","7","552","33465","0.01649484536082474227"
6,"Kleinzentren","wednesday","8","573","33360","0.01717625899280575540"
6,"Kleinzentren","wednesday","9","657","33564","0.01957454415445119771"
6,"Kleinzentren","wednesday","10","837","33552","0.02494635193133047210"
6,"Kleinzentren","wednesday","11","861","33507","0.02569612319813770257"
6,"Kleinzentren","wednesday","12","1161","33471","0.03468674374831944071"
6,"Kleinzentren","wednesday","13","1014","33459","0.03030574733255626289"
6,"Kleinzentren","wednesday","14","1176","33306","0.03530895334174022699"
6,"Kleinzentren","wednesday","15","1020","33354","0.03058103975535168196"
6,"Kleinzentren","wednesday","16","1275","32409","0.03934092381745811349"
6,"Kleinzentren","wednesday","17","1140","34302","0.03323421374846947700"
6,"Kleinzentren","wednesday","18","1092","35022","0.03118040089086859688"
6,"Kleinzentren","wednesday","19","951","35517","0.02677591012754455613"
6,"Kleinzentren","wednesday","20","777","35358","0.02197522484303410826"
6,"Kleinzentren","wednesday","21","678","35379","0.01916391079453913338"
6,"Kleinzentren","wednesday","22","669","34209","0.01955625712531789880"
6,"Kleinzentren","wednesday","23","555","34218","0.01621953357881816588"
4,"Mittelzentren","friday   ","0","5326","134553","0.03958291528245375428"
4,"Mittelzentren","friday   ","1","5367","134679","0.03985031073886797496"
4,"Mittelzentren","friday   ","2","4976","129205","0.03851244146898339848"
4,"Mittelzentren","friday   ","3","5325","134502","0.03959048936075299996"
4,"Mittelzentren","friday   ","4","5124","132258","0.03874245792315020641"
4,"Mittelzentren","friday   ","5","5051","133137","0.03793836424134538107"
4,"Mittelzentren","friday   ","6","5415","130203","0.04158890348148660169"
4,"Mittelzentren","friday   ","7","5637","133302","0.04228743754782373858"
4,"Mittelzentren","friday   ","8","5856","127891","0.04578899218866065634"
4,"Mittelzentren","friday   ","9","7098","136932","0.05183594776969590746"
4,"Mittelzentren","friday   ","10","7205","132927","0.05420268267545344437"
4,"Mittelzentren","friday   ","11","7743","134457","0.05758718400678283764"
4,"Mittelzentren","friday   ","12","7200","133884","0.05377789728421618715"
4,"Mittelzentren","friday   ","13","6901","134613","0.05126547955992363293"
4,"Mittelzentren","friday   ","14","6726","128050","0.05252635689183912534"
4,"Mittelzentren","friday   ","15","7463","133230","0.05601591233205734444"
4,"Mittelzentren","friday   ","16","6767","131238","0.05156280955211143114"
4,"Mittelzentren","friday   ","17","6803","134130","0.05071945127861030344"
4,"Mittelzentren","friday   ","18","6240","131199","0.04756133811995518259"
4,"Mittelzentren","friday   ","19","5829","134478","0.04334537991344309106"
4,"Mittelzentren","friday   ","20","5162","128765","0.04008853337475245602"
4,"Mittelzentren","friday   ","21","5266","128785","0.04088985518499825290"
4,"Mittelzentren","friday   ","22","4989","121139","0.04118409430488942455"
4,"Mittelzentren","friday   ","23","4929","121290","0.04063813999505317833"
4,"Mittelzentren","monday   ","0","5583","133709","0.04175485569408192418"
4,"Mittelzentren","monday   ","1","5448","129871","0.04194931893956310493"
4,"Mittelzentren","monday   ","2","4962","121685","0.04077741710153264577"
4,"Mittelzentren","monday   ","3","5292","126678","0.04177520958651068062"
4,"Mittelzentren","monday   ","4","5100","124488","0.04096780412569886254"
4,"Mittelzentren","monday   ","5","5201","126621","0.04107533505500667346"
4,"Mittelzentren","monday   ","6","5376","123702","0.04345928117572876752"
4,"Mittelzentren","monday   ","7","5685","127079","0.04473595165212190842"
4,"Mittelzentren","monday   ","8","6212","126681","0.04903655638967169505"
4,"Mittelzentren","monday   ","9","7130","131835","0.05408275495885007775"
4,"Mittelzentren","monday   ","10","6803","131787","0.05162117659556708932"
4,"Mittelzentren","monday   ","11","6925","131854","0.05252021174935913965"
4,"Mittelzentren","monday   ","12","7116","136304","0.05220683178776851743"
4,"Mittelzentren","monday   ","13","7689","140391","0.05476846806419214907"
4,"Mittelzentren","monday   ","14","7099","134498","0.05278145399931597496"
4,"Mittelzentren","monday   ","15","7596","134468","0.05648927625903560698"
4,"Mittelzentren","monday   ","16","7744","127823","0.06058377600275380800"
4,"Mittelzentren","monday   ","17","7221","129885","0.05559533433421873196"
4,"Mittelzentren","monday   ","18","7118","128925","0.05521039363971301144"
4,"Mittelzentren","monday   ","19","6980","132466","0.05269276644572947020"
4,"Mittelzentren","monday   ","20","6512","128115","0.05082933302111384303"
4,"Mittelzentren","monday   ","21","6861","133956","0.05121831049001164561"
4,"Mittelzentren","monday   ","22","6288","133705","0.04702890692195505030"
4,"Mittelzentren","monday   ","23","5815","131904","0.04408509218825812712"
4,"Mittelzentren","saturday ","0","5025","126162","0.03982974271175155752"
4,"Mittelzentren","saturday ","1","5073","127348","0.03983572572792662625"
4,"Mittelzentren","saturday ","2","4629","121983","0.03794791077445217776"
4,"Mittelzentren","saturday ","3","5124","129945","0.03943206741313632691"
4,"Mittelzentren","saturday ","4","5127","130582","0.03926268551561470953"
4,"Mittelzentren","saturday ","5","5178","132120","0.03919164396003633061"
4,"Mittelzentren","saturday ","6","5298","130171","0.04070030959276643799"
4,"Mittelzentren","saturday ","7","5679","132997","0.04270021128296126980"
4,"Mittelzentren","saturday ","8","5767","129243","0.04462137214394590036"
4,"Mittelzentren","saturday ","9","6537","131416","0.04974280148535946917"
4,"Mittelzentren","saturday ","10","6928","128316","0.05399170797094672527"
4,"Mittelzentren","saturday ","11","6843","125260","0.05463036883282771835"
4,"Mittelzentren","saturday ","12","8101","134597","0.06018707697794155888"
4,"Mittelzentren","saturday ","13","8321","136909","0.06077759679787303976"
4,"Mittelzentren","saturday ","14","7760","129737","0.05981331462882600954"
4,"Mittelzentren","saturday ","15","7577","129642","0.05844556548032273492"
4,"Mittelzentren","saturday ","16","7444","128129","0.05809769841331782813"
4,"Mittelzentren","saturday ","17","7565","131427","0.05756047083171646618"
4,"Mittelzentren","saturday ","18","6687","128529","0.05202716896575870037"
4,"Mittelzentren","saturday ","19","6444","132712","0.04855627222858520706"
4,"Mittelzentren","saturday ","20","5697","123697","0.04605608866827813124"
4,"Mittelzentren","saturday ","21","5682","125388","0.04531534118097425591"
4,"Mittelzentren","saturday ","22","5451","124235","0.04387652432889282408"
4,"Mittelzentren","saturday ","23","5469","126897","0.04309794557790964325"
4,"Mittelzentren","sunday   ","0","5508","127996","0.04303259476858651833"
4,"Mittelzentren","sunday   ","1","5592","131916","0.04239061220776858001"
4,"Mittelzentren","sunday   ","2","5160","126774","0.04070235221733162951"
4,"Mittelzentren","sunday   ","3","5514","130176","0.04235803834808259587"
4,"Mittelzentren","sunday   ","4","5379","127848","0.04207339966209874226"
4,"Mittelzentren","sunday   ","5","5468","128906","0.04241850650861868338"
4,"Mittelzentren","sunday   ","6","5625","126444","0.04448609661193888203"
4,"Mittelzentren","sunday   ","7","6069","129330","0.04692646717698909766"
4,"Mittelzentren","sunday   ","8","6333","122709","0.05160990636383639342"
4,"Mittelzentren","sunday   ","9","7448","132702","0.05612575545206553029"
4,"Mittelzentren","sunday   ","10","7824","131706","0.05940503849482939274"
4,"Mittelzentren","sunday   ","11","8074","132519","0.06092711233860804866"
4,"Mittelzentren","sunday   ","12","7852","134487","0.05838482529909954122"
4,"Mittelzentren","sunday   ","13","8432","133223","0.06329237443984897503"
4,"Mittelzentren","sunday   ","14","8257","127538","0.06474148881117784503"
4,"Mittelzentren","sunday   ","15","8006","127010","0.06303440673962680104"
4,"Mittelzentren","sunday   ","16","7633","130671","0.05841387913155941257"
4,"Mittelzentren","sunday   ","17","7639","133698","0.05713623240437403701"
4,"Mittelzentren","sunday   ","18","7234","129339","0.05593053912586304208"
4,"Mittelzentren","sunday   ","19","7169","130632","0.05487935574744319922"
4,"Mittelzentren","sunday   ","20","6608","128326","0.05149385159671461746"
4,"Mittelzentren","sunday   ","21","6341","134217","0.04724438781972477406"
4,"Mittelzentren","sunday   ","22","5960","134112","0.04444046766881412551"
4,"Mittelzentren","sunday   ","23","5667","134271","0.04220568849565431106"
4,"Mittelzentren","thursday ","0","5910","134721","0.04386843921883002650"
4,"Mittelzentren","thursday ","1","5714","135273","0.04224050623553850362"
4,"Mittelzentren","thursday ","2","5151","125115","0.04117012348639251888"
4,"Mittelzentren","thursday ","3","5513","134232","0.04107068359258597056"
4,"Mittelzentren","thursday ","4","5471","134436","0.04069594453866523848"
4,"Mittelzentren","thursday ","5","5440","136587","0.03982809491386442341"
4,"Mittelzentren","thursday ","6","5236","130437","0.04014198425293436678"
4,"Mittelzentren","thursday ","7","5224","133329","0.03918127339138522002"
4,"Mittelzentren","thursday ","8","4857","128435","0.03781679448748394129"
