"evseid","operatorname","num_occupied","num_tot","lat","lng","occupied_ratio"
"CH*SWIEE5896","Swisscharge","2","18","47.2934500100674","8.77891000864634","0.11111111111111111111"
"CH*SWIEE5896","Swisscharge","2","18","47.2934500100674","8.77891000864634","0.11111111111111111111"
"CH*SWIEE5896","Swisscharge","2","18","47.2934500100674","8.77891000864634","0.11111111111111111111"
"CH*SWIEE16970","Swisscharge","2036","18361","47.6613240101552","8.8581050086011","0.11088720657916235499"
"CH*SWIEE16970","Swisscharge","2036","18361","47.6613240101552","8.8581050086011","0.11088720657916235499"
"CH*SWIEE16970","Swisscharge","2036","18361","47.6613240101552","8.8581050086011","0.11088720657916235499"
"CH*REPE033*01*1","PLUG’N ROLL","2073","18764","46.4675480094827","9.65041800972016","0.11047751012577275634"
"CH*REPE033*01*1","PLUG’N ROLL","2073","18764","46.4675480094827","9.65041800972016","0.11047751012577275634"
"CH*REPE033*01*1","PLUG’N ROLL","2073","18764","46.4675480094827","9.65041800972016","0.11047751012577275634"
"CH*REPE088*01*2","PLUG’N ROLL","2026","18790","47.4083820102105","8.41551000825891","0.10782331027142096860"
"CH*REPE088*01*2","PLUG’N ROLL","2026","18790","47.4083820102105","8.41551000825891","0.10782331027142096860"
"CH*REPE088*01*2","PLUG’N ROLL","2026","18790","47.4083820102105","8.41551000825891","0.10782331027142096860"
"CH*SWIEE7916","Swisscharge","2026","18891","47.4472300098803","9.53571100929299","0.10724683711820443597"
"CH*SWIEE7916","Swisscharge","2026","18891","47.4472300098803","9.53571100929299","0.10724683711820443597"
"CH*SWIEE7916","Swisscharge","2026","18891","47.4472300098803","9.53571100929299","0.10724683711820443597"
"CH*SWIEE5213","Swisscharge","1705","16022","47.5482650104749","7.59976400739793","0.10641617775558606915"
"CH*SWIEE5213","Swisscharge","1705","16022","47.5482650104749","7.59976400739793","0.10641617775558606915"
"CH*SWIEE5213","Swisscharge","1705","16022","47.5482650104749","7.59976400739793","0.10641617775558606915"
"CH*CCI*E20170","Move","505","4789","47.3645860103291","7.93397300779138","0.10544998955940697432"
"CH*CCI*E20170","Move","505","4789","47.3645860103291","7.93397300779138","0.10544998955940697432"
"CH*CCI*E20170","Move","505","4789","47.3645860103291","7.93397300779138","0.10544998955940697432"
"CH*CCI*E20043","Move","1858","18173","46.1928280102391","6.14236100608998","0.10223958619930666373"
"CH*CCI*E20043","Move","1858","18173","46.1928280102391","6.14236100608998","0.10223958619930666373"
"CH*CCI*E20043","Move","1858","18173","46.1928280102391","6.14236100608998","0.10223958619930666373"
"CH*SWIEE2548","Swisscharge","1919","18860","47.3793390101801","8.48909000833972","0.10174973488865323436"
"CH*SWIEE2548","Swisscharge","1919","18860","47.3793390101801","8.48909000833972","0.10174973488865323436"
"CH*SWIEE2548","Swisscharge","1919","18860","47.3793390101801","8.48909000833972","0.10174973488865323436"
"CH*CCI*EBB*2760*6","Move","1874","18420","47.2448500102203","8.18625200808024","0.10173724212812160695"
"CH*CCI*EBB*2760*6","Move","1874","18420","47.2448500102203","8.18625200808024","0.10173724212812160695"
"CH*CCI*EBB*2760*6","Move","1874","18420","47.2448500102203","8.18625200808024","0.10173724212812160695"
"CH*CCI*EBA*6896*9","Move","1763","17729","46.6209820102315","7.16275800716332","0.09944159287043826499"
"CH*CCI*EBA*6896*9","Move","1763","17729","46.6209820102315","7.16275800716332","0.09944159287043826499"
"CH*CCI*EBA*6896*9","Move","1763","17729","46.6209820102315","7.16275800716332","0.09944159287043826499"
"CH*SWIEE15979","Swisscharge","1789","18014","47.2472030102819","7.96174800785263","0.09931164649716886866"
"CH*SWIEE15979","Swisscharge","1789","18014","47.2472030102819","7.96174800785263","0.09931164649716886866"
"CH*SWIEE15979","Swisscharge","1789","18014","47.2472030102819","7.96174800785263","0.09931164649716886866"
"CH*SWIEE5218","Swisscharge","1591","16344","47.5661560104872","7.57318400736558","0.09734459128732256486"
"CH*SWIEE5218","Swisscharge","1591","16344","47.5661560104872","7.57318400736558","0.09734459128732256486"
"CH*SWIEE5218","Swisscharge","1591","16344","47.5661560104872","7.57318400736558","0.09734459128732256486"
"CH*SWIEE2746","Swisscharge","1824","18887","47.2358090102472","8.07605200797185","0.09657436331868480966"
"CH*SWIEE2746","Swisscharge","1824","18887","47.2358090102472","8.07605200797185","0.09657436331868480966"
"CH*SWIEE2746","Swisscharge","1824","18887","47.2358090102472","8.07605200797185","0.09657436331868480966"
"CH*CCI*E20121","Move","1723","18411","46.9465260103011","7.44781800739562","0.09358535658030525229"
"CH*CCI*E20121","Move","1723","18411","46.9465260103011","7.44781800739562","0.09358535658030525229"
"CH*CCI*E20121","Move","1723","18411","46.9465260103011","7.44781800739562","0.09358535658030525229"
"CH*REPE089*01*1","PLUG’N ROLL","1751","18780","47.4085850102105","8.41538000825873","0.09323748668796592119"
"CH*REPE089*01*1","PLUG’N ROLL","1751","18780","47.4085850102105","8.41538000825873","0.09323748668796592119"
"CH*REPE089*01*1","PLUG’N ROLL","1751","18780","47.4085850102105","8.41538000825873","0.09323748668796592119"
"CH*REPE113*01*1","PLUG’N ROLL","1750","18792","46.6351050096185","9.44483800947924","0.09312473392933163048"
"CH*REPE113*01*1","PLUG’N ROLL","1750","18792","46.6351050096185","9.44483800947924","0.09312473392933163048"
"CH*REPE113*01*1","PLUG’N ROLL","1750","18792","46.6351050096185","9.44483800947924","0.09312473392933163048"
"CH*SWIEE24284","Swisscharge","1576","18478","47.6473240100531","9.17536600889842","0.08529061586751812967"
"CH*SWIEE24284","Swisscharge","1576","18478","47.6473240100531","9.17536600889842","0.08529061586751812967"
"CH*SWIEE24284","Swisscharge","1576","18478","47.6473240100531","9.17536600889842","0.08529061586751812967"
"CH*SWIEE6340","Swisscharge","1459","17302","47.5698590104881","7.57387500736526","0.08432551150156051324"
"CH*SWIEE6340","Swisscharge","1459","17302","47.5698590104881","7.57387500736526","0.08432551150156051324"
"CH*SWIEE6340","Swisscharge","1459","17302","47.5698590104881","7.57387500736526","0.08432551150156051324"
"CH*CCI*EBA*9780*7","Move","1530","18426","46.7799630103032","7.15160600711553","0.08303484207098664930"
"CH*CCI*EBA*9780*7","Move","1530","18426","46.7799630103032","7.15160600711553","0.08303484207098664930"
"CH*CCI*EBA*9780*7","Move","1530","18426","46.7799630103032","7.15160600711553","0.08303484207098664930"
"CH*CCI*E20110","Move","1507","18351","46.8509450103239","7.19054900714166","0.08212086534793744210"
"CH*CCI*E20110","Move","1507","18351","46.8509450103239","7.19054900714166","0.08212086534793744210"
"CH*CCI*E20110","Move","1507","18351","46.8509450103239","7.19054900714166","0.08212086534793744210"
"CH*CCI*E20054","Move","1475","18378","46.9918230104396","6.93415600682981","0.08025900533246272717"
"CH*CCI*E20054","Move","1475","18378","46.9918230104396","6.93415600682981","0.08025900533246272717"
"CH*CCI*E20054","Move","1475","18378","46.9918230104396","6.93415600682981","0.08025900533246272717"
"CH*SWIEE4533","Swisscharge","1482","18812","47.415970009963","9.24793500904469","0.07877950244524771422"
"CH*SWIEE4533","Swisscharge","1482","18812","47.415970009963","9.24793500904469","0.07877950244524771422"
"CH*SWIEE4533","Swisscharge","1482","18812","47.415970009963","9.24793500904469","0.07877950244524771422"
"CH*CCI*E20039","Move","629","7999","47.0456900100974","8.37206000832331","0.07863482935366920865"
"CH*CCI*E20039","Move","629","7999","47.0456900100974","8.37206000832331","0.07863482935366920865"
"CH*CCI*E20039","Move","629","7999","47.0456900100974","8.37206000832331","0.07863482935366920865"
"CH*CCC*E50119","Move","1446","18390","47.4979550104698","7.55843200736907","0.07862969004893964111"
"CH*CCC*E50119","Move","1446","18390","47.4979550104698","7.55843200736907","0.07862969004893964111"
"CH*CCC*E50119","Move","1446","18390","47.4979550104698","7.55843200736907","0.07862969004893964111"
"CH*CCI*E20116","Move","1443","18429","47.5374150104629","7.63357600743575","0.07830050463942699007"
"CH*CCI*E20116","Move","1443","18429","47.5374150104629","7.63357600743575","0.07830050463942699007"
"CH*CCI*E20116","Move","1443","18429","47.5374150104629","7.63357600743575","0.07830050463942699007"
"CH*CCI*EBB*2776*2","Move","1439","18429","46.770321010318","7.06922700702762","0.07808345542351728254"
"CH*CCI*EBB*2776*2","Move","1439","18429","46.770321010318","7.06922700702762","0.07808345542351728254"
