"evseid","operatorname","geom","lat","lng","num_occupied","num_tot","power","municipal_typologie","population_hect","occupied_ratio"
"CH*E4U*E00714","easy4you","01010000200808000095D58310F3D14441031EACAD83383341","1259651.67840755","2728934.12902326","0","168","22.08",8,28,"0.00000000000000000000"
"CH*E4U*E00714","easy4you","01010000200808000095D58310F3D14441031EACAD83383341","1259651.67840755","2728934.12902326","0","168","22.08",8,28,"0.00000000000000000000"
"CH*E4U*E00714","easy4you","01010000200808000095D58310F3D14441031EACAD83383341","1259651.67840755","2728934.12902326","0","168","22.08",8,24,"0.00000000000000000000"
"CH*E4U*E00278","easy4you","01010000200808000095D58310F3D14441031EACAD83383341","1259651.67840755","2728934.12902326","0","168","22.08",8,28,"0.00000000000000000000"
"CH*E4U*E00278","easy4you","01010000200808000095D58310F3D14441031EACAD83383341","1259651.67840755","2728934.12902326","0","168","22.08",8,28,"0.00000000000000000000"
"CH*E4U*E00278","easy4you","01010000200808000095D58310F3D14441031EACAD83383341","1259651.67840755","2728934.12902326","0","168","22.08",8,24,"0.00000000000000000000"
"CH*E4U*E00417","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","18","186","50",4,44,"0.09677419354838709677"
"CH*E4U*E00417","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","18","186","50",4,41,"0.09677419354838709677"
"CH*E4U*E00417","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","18","186","50",4,38,"0.09677419354838709677"
"CH*E4U*E00437","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","73","241","22.08",4,44,"0.30290456431535269710"
"CH*E4U*E00437","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","73","241","22.08",4,41,"0.30290456431535269710"
"CH*E4U*E00437","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","73","241","22.08",4,38,"0.30290456431535269710"
"CH*E4U*E00713","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","126","294","50",4,44,"0.42857142857142857143"
"CH*E4U*E00713","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","126","294","50",4,41,"0.42857142857142857143"
"CH*E4U*E00713","easy4you","010100002008080000C95B90DBD43B45416BB23D7AE11B3241","1186785.47750392","2783145.71534297","126","294","50",4,38,"0.42857142857142857143"
"CH*E4U*E00193","easy4you","01010000200808000021E28F80B194434160CB158F4C113141","1118540.55892631","2566499.00439097","0","168","22.08",7,69,"0.00000000000000000000"
"CH*E4U*E00193","easy4you","01010000200808000021E28F80B194434160CB158F4C113141","1118540.55892631","2566499.00439097","0","168","22.08",7,67,"0.00000000000000000000"
"CH*E4U*E00193","easy4you","01010000200808000021E28F80B194434160CB158F4C113141","1118540.55892631","2566499.00439097","0","168","22.08",7,66,"0.00000000000000000000"
"CH*E4U*E00194","easy4you","01010000200808000021E28F80B194434160CB158F4C113141","1118540.55892631","2566499.00439097","0","168","22.08",7,69,"0.00000000000000000000"
"CH*E4U*E00194","easy4you","01010000200808000021E28F80B194434160CB158F4C113141","1118540.55892631","2566499.00439097","0","168","22.08",7,67,"0.00000000000000000000"
"CH*E4U*E00194","easy4you","01010000200808000021E28F80B194434160CB158F4C113141","1118540.55892631","2566499.00439097","0","168","22.08",7,66,"0.00000000000000000000"
"CH*E4U*E00136","easy4you","010100002008080000BE9AE81EF367444153376169AA733241","1209258.41163965","2674662.24147352","168","168","22.08",9,3,"1.00000000000000000000"
"CH*E4U*E00136","easy4you","010100002008080000BE9AE81EF367444153376169AA733241","1209258.41163965","2674662.24147352","168","168","22.08",9,3,"1.00000000000000000000"
"CH*E4U*E00345","easy4you","0101000020080800001F98F5F6C6744441A479EB086B103341","1249387.03484307","2681229.92936994","168","336","22.08",1,3,"0.50000000000000000000"
"CH*E4U*E00345","easy4you","0101000020080800001F98F5F6C6744441A479EB086B103341","1249387.03484307","2681229.92936994","168","336","22.08",1,3,"0.50000000000000000000"
"CH*E4U*E00345","easy4you","0101000020080800001F98F5F6C6744441A479EB086B103341","1249387.03484307","2681229.92936994","168","336","22.08",1,4,"0.50000000000000000000"
"CH*E4U*E00390","easy4you","01010000200808000050002185434044414D12B7579B083141","1116315.3426372","2654343.04006962","0","168","22.08",8,"","0.00000000000000000000"
"CH*E4U*E00389","easy4you","01010000200808000050002185434044414D12B7579B083141","1116315.3426372","2654343.04006962","0","168","22.08",8,"","0.00000000000000000000"
"CH*E4U*E00490","easy4you","01010000200808000063B939428D7644411B79DB3A39053341","1246521.22991139","2682138.5173866","168","168","22.08",1,"","1.00000000000000000000"
"CH*E4U*E00438","easy4you","01010000200808000063B939428D7644411B79DB3A39053341","1246521.22991139","2682138.5173866","168","336","22.08",1,"","0.50000000000000000000"
"CH*E4U*E00595","easy4you","010100002008080000A3516227272844418D8FC87DBF4E3141","1134271.49134156","2641998.30768795","0","168","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00595","easy4you","010100002008080000A3516227272844418D8FC87DBF4E3141","1134271.49134156","2641998.30768795","0","168","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00595","easy4you","010100002008080000A3516227272844418D8FC87DBF4E3141","1134271.49134156","2641998.30768795","0","168","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00596","easy4you","010100002008080000A3516227272844418D8FC87DBF4E3141","1134271.49134156","2641998.30768795","0","168","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00596","easy4you","010100002008080000A3516227272844418D8FC87DBF4E3141","1134271.49134156","2641998.30768795","0","168","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00596","easy4you","010100002008080000A3516227272844418D8FC87DBF4E3141","1134271.49134156","2641998.30768795","0","168","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00445","easy4you","010100002008080000DC04B4771CF243418BBE51E4C8563141","1136328.89187232","2614328.93518124","0","168","22.08",9,"","0.00000000000000000000"
"CH*E4U*E00444","easy4you","010100002008080000DC04B4771CF243418BBE51E4C8563141","1136328.89187232","2614328.93518124","0","168","22.08",9,"","0.00000000000000000000"
"CH*E4U*E00518","easy4you","010100002008080000EF8481B28EF243417FBBDF36C5573141","1136581.21435139","2614557.39457761","0","168","22.08",9,17,"0.00000000000000000000"
"CH*E4U*E00518","easy4you","010100002008080000EF8481B28EF243417FBBDF36C5573141","1136581.21435139","2614557.39457761","0","168","22.08",9,15,"0.00000000000000000000"
"CH*E4U*E00518","easy4you","010100002008080000EF8481B28EF243417FBBDF36C5573141","1136581.21435139","2614557.39457761","0","168","22.08",9,13,"0.00000000000000000000"
"CH*E4U*E00519","easy4you","010100002008080000EF8481B28EF243417FBBDF36C5573141","1136581.21435139","2614557.39457761","0","168","22.08",9,17,"0.00000000000000000000"
"CH*E4U*E00519","easy4you","010100002008080000EF8481B28EF243417FBBDF36C5573141","1136581.21435139","2614557.39457761","0","168","22.08",9,15,"0.00000000000000000000"
"CH*E4U*E00519","easy4you","010100002008080000EF8481B28EF243417FBBDF36C5573141","1136581.21435139","2614557.39457761","0","168","22.08",9,13,"0.00000000000000000000"
"CH*E4U*E00207","easy4you","010100002008080000111CA32D987A43414CC5FA0338843141","1147960.01554521","2553136.35654021","0","168","11.04",5,13,"0.00000000000000000000"
"CH*E4U*E00207","easy4you","010100002008080000111CA32D987A43414CC5FA0338843141","1147960.01554521","2553136.35654021","0","168","11.04",5,13,"0.00000000000000000000"
"CH*E4U*E00207","easy4you","010100002008080000111CA32D987A43414CC5FA0338843141","1147960.01554521","2553136.35654021","0","168","11.04",5,13,"0.00000000000000000000"
"CH*E4U*E00109","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","22",4,84,"0.00000000000000000000"
"CH*E4U*E00109","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","22",4,82,"0.00000000000000000000"
"CH*E4U*E00109","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","22",4,78,"0.00000000000000000000"
"CH*E4U*E00110","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","20",4,84,"0.00000000000000000000"
"CH*E4U*E00110","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","20",4,82,"0.00000000000000000000"
"CH*E4U*E00110","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","20",4,78,"0.00000000000000000000"
"CH*E4U*E00108","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","22.08",4,84,"0.00000000000000000000"
"CH*E4U*E00108","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","22.08",4,82,"0.00000000000000000000"
"CH*E4U*E00108","easy4you","010100002008080000849DE8D901A7444152A07A72DCD73241","1234908.44718363","2706947.70241136","0","168","22.08",4,78,"0.00000000000000000000"
"CH*E4U*E00574","easy4you","010100002008080000B202F8EECBC5444158190D944FA43241","1221711.57832487","2722711.86694368","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00574","easy4you","010100002008080000B202F8EECBC5444158190D944FA43241","1221711.57832487","2722711.86694368","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00574","easy4you","010100002008080000B202F8EECBC5444158190D944FA43241","1221711.57832487","2722711.86694368","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00243","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","0","168","50",3,27,"0.00000000000000000000"
"CH*E4U*E00243","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","0","168","50",3,29,"0.00000000000000000000"
"CH*E4U*E00243","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","0","168","50",3,24,"0.00000000000000000000"
"CH*E4U*E00242","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","25","193","50",3,27,"0.12953367875647668394"
"CH*E4U*E00242","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","25","193","50",3,29,"0.12953367875647668394"
"CH*E4U*E00242","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","25","193","50",3,24,"0.12953367875647668394"
"CH*E4U*E00241","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","91","259","22.08",3,27,"0.35135135135135135135"
"CH*E4U*E00241","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","91","259","22.08",3,29,"0.35135135135135135135"
"CH*E4U*E00241","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","91","259","22.08",3,24,"0.35135135135135135135"
"CH*E4U*E00480","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","168","336","44.16",7,12,"0.50000000000000000000"
"CH*E4U*E00480","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","168","336","44.16",7,14,"0.50000000000000000000"
"CH*E4U*E00480","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","168","336","44.16",7,12,"0.50000000000000000000"
"CH*E4U*E00478","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","49","217","50",7,12,"0.22580645161290322581"
"CH*E4U*E00478","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","49","217","50",7,14,"0.22580645161290322581"
"CH*E4U*E00478","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","49","217","50",7,12,"0.22580645161290322581"
"CH*E4U*E00479","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","0","168","50",7,12,"0.00000000000000000000"
"CH*E4U*E00479","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","0","168","50",7,14,"0.00000000000000000000"
"CH*E4U*E00479","easy4you","010100002008080000F4AD77D6CEAF444131F6A22A1DDF3241","1236765.1665491","2711453.67552733","0","168","50",7,12,"0.00000000000000000000"
"CH*E4U*E00443","easy4you","010100002008080000A3330EA32FEF4341BEDC5441973C3141","1129623.25520115","2612831.2738709","0","168","22.08",8,17,"0.00000000000000000000"
"CH*E4U*E00443","easy4you","010100002008080000A3330EA32FEF4341BEDC5441973C3141","1129623.25520115","2612831.2738709","0","168","22.08",8,17,"0.00000000000000000000"
"CH*E4U*E00443","easy4you","010100002008080000A3330EA32FEF4341BEDC5441973C3141","1129623.25520115","2612831.2738709","0","168","22.08",8,17,"0.00000000000000000000"
"CH*E4U*E00442","easy4you","010100002008080000A3330EA32FEF4341BEDC5441973C3141","1129623.25520115","2612831.2738709","0","168","22.08",8,17,"0.00000000000000000000"
"CH*E4U*E00442","easy4you","010100002008080000A3330EA32FEF4341BEDC5441973C3141","1129623.25520115","2612831.2738709","0","168","22.08",8,17,"0.00000000000000000000"
"CH*E4U*E00442","easy4you","010100002008080000A3330EA32FEF4341BEDC5441973C3141","1129623.25520115","2612831.2738709","0","168","22.08",8,17,"0.00000000000000000000"
"CH*E4U*E00179","easy4you","0101000020080800003D28363123E743415E35AFA79AB73241","1226650.65501722","2608710.38446525","0","168","22.08",5,19,"0.00000000000000000000"
"CH*E4U*E00179","easy4you","0101000020080800003D28363123E743415E35AFA79AB73241","1226650.65501722","2608710.38446525","0","168","22.08",5,18,"0.00000000000000000000"
"CH*E4U*E00179","easy4you","0101000020080800003D28363123E743415E35AFA79AB73241","1226650.65501722","2608710.38446525","0","168","22.08",5,23,"0.00000000000000000000"
"CH*E4U*E00180","easy4you","0101000020080800003D28363123E743415E35AFA79AB73241","1226650.65501722","2608710.38446525","0","168","22.08",5,19,"0.00000000000000000000"
"CH*E4U*E00180","easy4you","0101000020080800003D28363123E743415E35AFA79AB73241","1226650.65501722","2608710.38446525","0","168","22.08",5,18,"0.00000000000000000000"
"CH*E4U*E00180","easy4you","0101000020080800003D28363123E743415E35AFA79AB73241","1226650.65501722","2608710.38446525","0","168","22.08",5,23,"0.00000000000000000000"
"CH*E4U*E00297","easy4you","01010000200808000085427867B63544413BBA1D37A8543141","1135784.21529736","2648940.80835754","0","168","22.08",8,"","0.00000000000000000000"
"CH*E4U*E00298","easy4you","01010000200808000085427867B63544413BBA1D37A8543141","1135784.21529736","2648940.80835754","0","168","22.08",8,"","0.00000000000000000000"
"CH*E4U*E00295","easy4you","01010000200808000085427867B63544413BBA1D37A8543141","1135784.21529736","2648940.80835754","168","168","22.08",8,"","1.00000000000000000000"
"CH*E4U*E00300","easy4you","01010000200808000085427867B63544413BBA1D37A8543141","1135784.21529736","2648940.80835754","0","168","22.08",8,"","0.00000000000000000000"
"CH*E4U*E00299","easy4you","01010000200808000085427867B63544413BBA1D37A8543141","1135784.21529736","2648940.80835754","0","168","22.08",8,"","0.00000000000000000000"
"CH*E4U*E00050","easy4you","010100002008080000E8BFD98461D0444115EA2293CA9E3241","1220298.5747515","2728131.03789519","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00050","easy4you","010100002008080000E8BFD98461D0444115EA2293CA9E3241","1220298.5747515","2728131.03789519","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00050","easy4you","010100002008080000E8BFD98461D0444115EA2293CA9E3241","1220298.5747515","2728131.03789519","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00070","easy4you","010100002008080000E8BFD98461D0444115EA2293CA9E3241","1220298.5747515","2728131.03789519","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00070","easy4you","010100002008080000E8BFD98461D0444115EA2293CA9E3241","1220298.5747515","2728131.03789519","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00070","easy4you","010100002008080000E8BFD98461D0444115EA2293CA9E3241","1220298.5747515","2728131.03789519","168","336","22.08",7,3,"0.50000000000000000000"
"CH*E4U*E00721","easy4you","010100002008080000AB18CC679BAE44410F4AF7BD885E3341","1269384.74205459","2710838.81091603","0","168","22.08",4,3,"0.00000000000000000000"
"CH*E4U*E00721","easy4you","010100002008080000AB18CC679BAE44410F4AF7BD885E3341","1269384.74205459","2710838.81091603","0","168","22.08",4,3,"0.00000000000000000000"
"CH*E4U*E00721","easy4you","010100002008080000AB18CC679BAE44410F4AF7BD885E3341","1269384.74205459","2710838.81091603","0","168","22.08",4,4,"0.00000000000000000000"
"CH*E4U*E00722","easy4you","010100002008080000AB18CC679BAE44410F4AF7BD885E3341","1269384.74205459","2710838.81091603","0","168","22.08",4,3,"0.00000000000000000000"
"CH*E4U*E00722","easy4you","010100002008080000AB18CC679BAE44410F4AF7BD885E3341","1269384.74205459","2710838.81091603","0","168","22.08",4,3,"0.00000000000000000000"
"CH*E4U*E00722","easy4you","010100002008080000AB18CC679BAE44410F4AF7BD885E3341","1269384.74205459","2710838.81091603","0","168","22.08",4,4,"0.00000000000000000000"
"CH*E4U*E00401","easy4you","010100002008080000063876CC003A45411A398EC8ED8F3141","1150957.78342015","2782209.59735775","0","168","22.08",4,11,"0.00000000000000000000"
"CH*E4U*E00401","easy4you","010100002008080000063876CC003A45411A398EC8ED8F3141","1150957.78342015","2782209.59735775","0","168","22.08",4,11,"0.00000000000000000000"
"CH*E4U*E00401","easy4you","010100002008080000063876CC003A45411A398EC8ED8F3141","1150957.78342015","2782209.59735775","0","168","22.08",4,11,"0.00000000000000000000"
"CH*E4U*E00402","easy4you","010100002008080000063876CC003A45411A398EC8ED8F3141","1150957.78342015","2782209.59735775","0","168","22.08",4,11,"0.00000000000000000000"
"CH*E4U*E00402","easy4you","010100002008080000063876CC003A45411A398EC8ED8F3141","1150957.78342015","2782209.59735775","0","168","22.08",4,11,"0.00000000000000000000"
"CH*E4U*E00402","easy4you","010100002008080000063876CC003A45411A398EC8ED8F3141","1150957.78342015","2782209.59735775","0","168","22.08",4,11,"0.00000000000000000000"
"CH*E4U*E00621","easy4you","0101000020080800000F6FD5D413254441E5246D3186383141","1128582.19307166","2640423.66276348","0","168","22.08",4,"","0.00000000000000000000"
"CH*E4U*E00215","easy4you","0101000020080800009AF3A2BC7F4B4441A5499165077A3141","1145351.39674816","2660095.47372289","0","168","22.08",8,3,"0.00000000000000000000"
"CH*E4U*E00215","easy4you","0101000020080800009AF3A2BC7F4B4441A5499165077A3141","1145351.39674816","2660095.47372289","0","168","22.08",8,3,"0.00000000000000000000"
"CH*E4U*E00215","easy4you","0101000020080800009AF3A2BC7F4B4441A5499165077A3141","1145351.39674816","2660095.47372289","0","168","22.08",8,3,"0.00000000000000000000"
"CH*E4U*E00216","easy4you","0101000020080800009AF3A2BC7F4B4441A5499165077A3141","1145351.39674816","2660095.47372289","0","168","22.08",8,3,"0.00000000000000000000"
"CH*E4U*E00216","easy4you","0101000020080800009AF3A2BC7F4B4441A5499165077A3141","1145351.39674816","2660095.47372289","0","168","22.08",8,3,"0.00000000000000000000"
"CH*E4U*E00216","easy4you","0101000020080800009AF3A2BC7F4B4441A5499165077A3141","1145351.39674816","2660095.47372289","0","168","22.08",8,3,"0.00000000000000000000"
"CH*E4U*E00263","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","0","168","20",3,5,"0.00000000000000000000"
"CH*E4U*E00263","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","0","168","20",3,6,"0.00000000000000000000"
"CH*E4U*E00263","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","0","168","20",3,5,"0.00000000000000000000"
"CH*E4U*E00264","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","74","242","22",3,5,"0.30578512396694214876"
"CH*E4U*E00264","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","74","242","22",3,6,"0.30578512396694214876"
"CH*E4U*E00264","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","74","242","22",3,5,"0.30578512396694214876"
"CH*E4U*E00262","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","126","294","22.08",3,5,"0.42857142857142857143"
"CH*E4U*E00262","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","126","294","22.08",3,6,"0.42857142857142857143"
"CH*E4U*E00262","easy4you","010100002008080000F1A5E110167E444188CF165905FA3241","1243653.34800431","2685996.13188624","126","294","22.08",3,5,"0.42857142857142857143"
"CH*E4U*E00135","easy4you","01010000200808000072044B957CD6434138815FC3774E3241","1199735.76317604","2600185.16635185","0","168","22.08",1,655,"0.00000000000000000000"
"CH*E4U*E00135","easy4you","01010000200808000072044B957CD6434138815FC3774E3241","1199735.76317604","2600185.16635185","0","168","22.08",1,642,"0.00000000000000000000"
"CH*E4U*E00135","easy4you","01010000200808000072044B957CD6434138815FC3774E3241","1199735.76317604","2600185.16635185","0","168","22.08",1,681,"0.00000000000000000000"
"CH*E4U*E00052","easy4you","010100002008080000213D31ED7B414541093647EDEE9C3141","1154286.92686784","2786039.85306515","0","168","22.08",5,9,"0.00000000000000000000"
"CH*E4U*E00052","easy4you","010100002008080000213D31ED7B414541093647EDEE9C3141","1154286.92686784","2786039.85306515","0","168","22.08",5,9,"0.00000000000000000000"
"CH*E4U*E00052","easy4you","010100002008080000213D31ED7B414541093647EDEE9C3141","1154286.92686784","2786039.85306515","0","168","22.08",5,9,"0.00000000000000000000"
"CH*E4U*E00214","easy4you","010100002008080000DDBCA4F533204441F9787038E1353141","1127905.22046619","2637927.9190899","0","168","22.08",4,12,"0.00000000000000000000"
"CH*E4U*E00214","easy4you","010100002008080000DDBCA4F533204441F9787038E1353141","1127905.22046619","2637927.9190899","0","168","22.08",4,12,"0.00000000000000000000"
"CH*E4U*E00214","easy4you","010100002008080000DDBCA4F533204441F9787038E1353141","1127905.22046619","2637927.9190899","0","168","22.08",4,12,"0.00000000000000000000"
"CH*E4U*E00213","easy4you","010100002008080000DDBCA4F533204441F9787038E1353141","1127905.22046619","2637927.9190899","0","168","22.08",4,12,"0.00000000000000000000"
"CH*E4U*E00213","easy4you","010100002008080000DDBCA4F533204441F9787038E1353141","1127905.22046619","2637927.9190899","0","168","22.08",4,12,"0.00000000000000000000"
"CH*E4U*E00213","easy4you","010100002008080000DDBCA4F533204441F9787038E1353141","1127905.22046619","2637927.9190899","0","168","22.08",4,12,"0.00000000000000000000"
"CH*E4U*E00520","easy4you","0101000020080800003F67833C4BF5434120D8CB84DD393141","1128925.51873542","2615958.47276011","168","168","22.08",6,"","1.00000000000000000000"
"CH*E4U*E00441","easy4you","0101000020080800003F67833C4BF5434120D8CB84DD393141","1128925.51873542","2615958.47276011","0","168","22.08",6,"","0.00000000000000000000"
"CH*E4U*E00224","easy4you","01010000200808000045F8CF9B3701454125ACB2FFBDE73141","1173437.99882008","2753135.21728423","0","168","50",6,"","0.00000000000000000000"
"CH*E4U*E00225","easy4you","01010000200808000045F8CF9B3701454125ACB2FFBDE73141","1173437.99882008","2753135.21728423","14","182","50",6,"","0.07692307692307692308"
"CH*E4U*E00223","easy4you","01010000200808000045F8CF9B3701454125ACB2FFBDE73141","1173437.99882008","2753135.21728423","40","208","22.08",6,"","0.19230769230769230769"
"CH*E4U*E00069","easy4you","0101000020080800006AA8B8A98DB84441D8BBCE60AA8A3341","1280682.37815451","2715931.32594781","0","168","22.08",7,68,"0.00000000000000000000"
"CH*E4U*E00069","easy4you","0101000020080800006AA8B8A98DB84441D8BBCE60AA8A3341","1280682.37815451","2715931.32594781","0","168","22.08",7,61,"0.00000000000000000000"
"CH*E4U*E00069","easy4you","0101000020080800006AA8B8A98DB84441D8BBCE60AA8A3341","1280682.37815451","2715931.32594781","0","168","22.08",7,67,"0.00000000000000000000"
"CH*E4U*E00067","easy4you","0101000020080800006AA8B8A98DB84441D8BBCE60AA8A3341","1280682.37815451","2715931.32594781","0","168","50",7,68,"0.00000000000000000000"
"CH*E4U*E00067","easy4you","0101000020080800006AA8B8A98DB84441D8BBCE60AA8A3341","1280682.37815451","2715931.32594781","0","168","50",7,61,"0.00000000000000000000"
