"evseid","operatorname","geom","lat","lng","num_occupied","num_tot","power","municipal_typologie","population_hect","occupied_ratio"
"CHEVPE2113","evpass","0101000020080800001F8D8ED095844341DE737EB481703241","1208449.70505451","2558251.62935032","7","18898","22.0",7,18,"0.00037040956714996296"
"CH*E4U*E00078","Ost-mobil","010100002008080000952256F14EEE44418B06C07D2B1E3341","1252907.49121133","2743453.88544113","0","2871","22.08",1,3,"0.00000000000000000000"
"CH*E4U*E00078","Ost-mobil","010100002008080000952256F14EEE44418B06C07D2B1E3341","1252907.49121133","2743453.88544113","0","2871","22.08",1,3,"0.00000000000000000000"
"CH*E4U*E00081","Ost-mobil","01010000200808000061DF3B61AD124541A7C1C816B9383341","1259705.0890008","2762074.75963967","0","2871","22.08",5,16,"0.00000000000000000000"
"CH*E4U*E00081","Ost-mobil","01010000200808000061DF3B61AD124541A7C1C816B9383341","1259705.0890008","2762074.75963967","0","2871","22.08",5,16,"0.00000000000000000000"
"CH*E4U*E00081","Ost-mobil","01010000200808000061DF3B61AD124541A7C1C816B9383341","1259705.0890008","2762074.75963967","0","2871","22.08",5,15,"0.00000000000000000000"
"CH*CCI*EBA*9780*7","Move","010100002008080000EDF8410150AB434131FAEC2159053241","1181017.13252224","2578080.00982582","1530","18426","22",5,40,"0.08303484207098664930"
"CH*CCI*EBA*9780*7","Move","010100002008080000EDF8410150AB434131FAEC2159053241","1181017.13252224","2578080.00982582","1530","18426","22",5,40,"0.08303484207098664930"
"CH*CCI*EBA*9780*7","Move","010100002008080000EDF8410150AB434131FAEC2159053241","1181017.13252224","2578080.00982582","1530","18426","22",5,40,"0.08303484207098664930"
"CH*REPE091*01*2","PLUG’N ROLL","010100002008080000E8411CE1A4934441AACCC6288F183341","1251471.15928344","2697033.75867485","162","18792","11.04",2,3,"0.00862068965517241379"
"CH*REPE091*01*2","PLUG’N ROLL","010100002008080000E8411CE1A4934441AACCC6288F183341","1251471.15928344","2697033.75867485","162","18792","11.04",2,3,"0.00862068965517241379"
"CH*REPE091*01*2","PLUG’N ROLL","010100002008080000E8411CE1A4934441AACCC6288F183341","1251471.15928344","2697033.75867485","162","18792","11.04",2,3,"0.00862068965517241379"
"CH*IBA*EAC026*2","Eniwa","010100002008080000926AB3C96D3144415D4C65EC88113341","1249672.92342069","2646747.57578785","17","17340","22.2",4,3,"0.00098039215686274510"
"CH*IBA*EAC026*2","Eniwa","010100002008080000926AB3C96D3144415D4C65EC88113341","1249672.92342069","2646747.57578785","17","17340","22.2",4,3,"0.00098039215686274510"
"CH*IBA*EAC026*2","Eniwa","010100002008080000926AB3C96D3144415D4C65EC88113341","1249672.92342069","2646747.57578785","17","17340","22.2",4,3,"0.00098039215686274510"
"CH*SWIEE9166","Swisscharge","010100002008080000015C3EB87CC043418A8AE07A28833241","1213224.47998873","2588921.43940306","953","18844","22",8,3,"0.05057312672468690299"
"CH*SWIEE9166","Swisscharge","010100002008080000015C3EB87CC043418A8AE07A28833241","1213224.47998873","2588921.43940306","953","18844","22",8,3,"0.05057312672468690299"
"CH*SWIEE9166","Swisscharge","010100002008080000015C3EB87CC043418A8AE07A28833241","1213224.47998873","2588921.43940306","953","18844","22",8,3,"0.05057312672468690299"
"CH*REPE084*01*1","PLUG’N ROLL","0101000020080800002CDA13936D474441F6F00E6FD5373341","1259477.43382174","2658011.14904334","38","18790","22.08",4,29,"0.00202235231506120277"
"CH*REPE084*01*1","PLUG’N ROLL","0101000020080800002CDA13936D474441F6F00E6FD5373341","1259477.43382174","2658011.14904334","38","18790","22.08",4,24,"0.00202235231506120277"
"CH*REPE084*01*1","PLUG’N ROLL","0101000020080800002CDA13936D474441F6F00E6FD5373341","1259477.43382174","2658011.14904334","38","18790","22.08",4,29,"0.00202235231506120277"
