"evseid","operatorname","geom","lat","lng","power","municipal_typologie","population_hect","occupied_ratio"
"CH*E4U*E00291","Ost-mobil","0101000020080800005200DBD4BBEB444124234A7CDC9F3241","1220572.48550624","2742135.66293339","22.08",7,28,"0.00000000000000000000"
"CH*E4U*E00291","Ost-mobil","0101000020080800005200DBD4BBEB444124234A7CDC9F3241","1220572.48550624","2742135.66293339","22.08",7,29,"0.00000000000000000000"
"CH*SWIEE18395","Swisscharge","010100002008080000CE355E8BDB4244410B2DB26635103341","1249333.40115625","2655671.08881257","22",4,121,"0.03688025821472035557"
"CH*SWIEE18395","Swisscharge","010100002008080000CE355E8BDB4244410B2DB26635103341","1249333.40115625","2655671.08881257","22",4,119,"0.03688025821472035557"
"CH*SWIEE18395","Swisscharge","010100002008080000CE355E8BDB4244410B2DB26635103341","1249333.40115625","2655671.08881257","22",4,73,"0.03688025821472035557"
"CH*REPE010*01*1","PLUG’N ROLL","010100002008080000B394548A7B634441AE995E125F553241","1201503.07175599","2672375.0807062","",5,3,"0.000000000000000000000000"
"CH*REPE010*01*1","PLUG’N ROLL","010100002008080000B394548A7B634441AE995E125F553241","1201503.07175599","2672375.0807062","",5,3,"0.000000000000000000000000"
"CH*REPE010*01*1","PLUG’N ROLL","010100002008080000B394548A7B634441AE995E125F553241","1201503.07175599","2672375.0807062","",5,3,"0.000000000000000000000000"
"CH*SWIEE10406","Swisscharge","01010000200808000012F53659F8DE4341131A9A73F86C3241","1207544.45157016","2604528.69698966","22",3,3,"0.00920683634054711890"
"CH*SWIEE10406","Swisscharge","01010000200808000012F53659F8DE4341131A9A73F86C3241","1207544.45157016","2604528.69698966","22",3,3,"0.00920683634054711890"
"CH*SWIEE10406","Swisscharge","01010000200808000012F53659F8DE4341131A9A73F86C3241","1207544.45157016","2604528.69698966","22",3,3,"0.00920683634054711890"
"CH*REPE011*01*2","PLUG’N ROLL","0101000020080800005B50788206604441C7B2D5156C543241","1201260.08529203","2670605.01929669","",4,7,"0.000000000000000000000000"
"CH*REPE011*01*2","PLUG’N ROLL","0101000020080800005B50788206604441C7B2D5156C543241","1201260.08529203","2670605.01929669","",4,4,"0.000000000000000000000000"
"CH*REPE011*01*2","PLUG’N ROLL","0101000020080800005B50788206604441C7B2D5156C543241","1201260.08529203","2670605.01929669","",4,4,"0.000000000000000000000000"
"CH*E4U*E00323","Ost-mobil","010100002008080000C2422FCD9FD44441F0E5AC3403843341","1278979.20576322","2730303.60300478","22.08",4,75,"0.00000000000000000000"
"CH*E4U*E00323","Ost-mobil","010100002008080000C2422FCD9FD44441F0E5AC3403843341","1278979.20576322","2730303.60300478","22.08",4,71,"0.00000000000000000000"
"CH*E4U*E00323","Ost-mobil","010100002008080000C2422FCD9FD44441F0E5AC3403843341","1278979.20576322","2730303.60300478","22.08",4,79,"0.00000000000000000000"
"CHEVPE2568","evpass","0101000020080800001098F7F21953444119F455DA4E653341","1271118.85287405","2663987.89818097","50.0",9,16,"0.02730303190645007672"
"CHEVPE2568","evpass","0101000020080800001098F7F21953444119F455DA4E653341","1271118.85287405","2663987.89818097","50.0",9,20,"0.02730303190645007672"
"CHEVPE2568","evpass","0101000020080800001098F7F21953444119F455DA4E653341","1271118.85287405","2663987.89818097","50.0",9,18,"0.02730303190645007672"
"CH*CCC*EBU*8610*1","Move","010100002008080000483F629EA08F4441272A665DCEFD3241","1244622.36484016","2694977.23737327","22",2,8,"0.01977325237762613508"
"CH*CCC*EBU*8610*1","Move","010100002008080000483F629EA08F4441272A665DCEFD3241","1244622.36484016","2694977.23737327","22",2,8,"0.01977325237762613508"
"CH*CCC*EBU*8610*1","Move","010100002008080000483F629EA08F4441272A665DCEFD3241","1244622.36484016","2694977.23737327","22",2,8,"0.01977325237762613508"
"CH*IBA*EAC003","Eniwa","0101000020080800009CA6C831942E444189CB48BEEFF03241","1241327.74329826","2645288.38893588","11.1",7,30,"0.03195936292925551616"
"CH*IBA*EAC003","Eniwa","0101000020080800009CA6C831942E444189CB48BEEFF03241","1241327.74329826","2645288.38893588","11.1",7,27,"0.03195936292925551616"
"CH*IBA*EAC003","Eniwa","0101000020080800009CA6C831942E444189CB48BEEFF03241","1241327.74329826","2645288.38893588","11.1",7,30,"0.03195936292925551616"
"CH*REPE117*01*2","PLUG’N ROLL","010100002008080000EE0CD11DF223454160FBC4F9E0603241","1204448.97566196","2770916.23294222","22.08",6,18,"0.05333615535213503360"
"CH*REPE117*01*2","PLUG’N ROLL","010100002008080000EE0CD11DF223454160FBC4F9E0603241","1204448.97566196","2770916.23294222","22.08",6,14,"0.05333615535213503360"
"CH*REPE117*01*2","PLUG’N ROLL","010100002008080000EE0CD11DF223454160FBC4F9E0603241","1204448.97566196","2770916.23294222","22.08",6,15,"0.05333615535213503360"
"CH*SWIEE18246","Swisscharge","010100002008080000BF3D510FD1F24341517918BF3D023241","1180221.74646719","2614690.11966678","22",5,77,"0.26488173977459124821"
"CH*SWIEE18246","Swisscharge","010100002008080000BF3D510FD1F24341517918BF3D023241","1180221.74646719","2614690.11966678","22",5,79,"0.26488173977459124821"
"CH*SWIEE18246","Swisscharge","010100002008080000BF3D510FD1F24341517918BF3D023241","1180221.74646719","2614690.11966678","22",5,78,"0.26488173977459124821"
"CH*SWIEE25700","Swisscharge","0101000020080800007BEA457CE0A74441BA42AFB9B1BB3241","1227697.72533052","2707392.97088367","22",4,120,"0.01132335044182231864"
"CH*SWIEE25700","Swisscharge","0101000020080800007BEA457CE0A74441BA42AFB9B1BB3241","1227697.72533052","2707392.97088367","22",4,118,"0.01132335044182231864"
"CH*SWIEE25700","Swisscharge","0101000020080800007BEA457CE0A74441BA42AFB9B1BB3241","1227697.72533052","2707392.97088367","22",4,114,"0.01132335044182231864"
"CH*E4U*E00571","Ost-mobil","0101000020080800001CE037E6A83D4541D709F47C8F903141","1151119.48809873","2784081.79858018","22.08",4,52,"0.00000000000000000000"
"CH*E4U*E00571","Ost-mobil","0101000020080800001CE037E6A83D4541D709F47C8F903141","1151119.48809873","2784081.79858018","22.08",4,50,"0.00000000000000000000"
"CH*E4U*E00571","Ost-mobil","0101000020080800001CE037E6A83D4541D709F47C8F903141","1151119.48809873","2784081.79858018","22.08",4,50,"0.00000000000000000000"
"CH*E4U*E00243","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","50",3,27,"0.00000000000000000000"
"CH*E4U*E00243","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","50",3,29,"0.00000000000000000000"
"CH*E4U*E00243","easy4you","0101000020080800004B522786807E4441932D38F79DF13241","1241501.96570096","2686209.048075","50",3,24,"0.00000000000000000000"
"CH*E4U*E00359","Ost-mobil","0101000020080800005F87445A9FC144410E91DC7D24313341","1257764.49164683","2720574.70521633","22.08",4,5,"0.00000000000000000000"
"CH*E4U*E00359","Ost-mobil","0101000020080800005F87445A9FC144410E91DC7D24313341","1257764.49164683","2720574.70521633","22.08",4,5,"0.00000000000000000000"
"CH*E4U*E00359","Ost-mobil","0101000020080800005F87445A9FC144410E91DC7D24313341","1257764.49164683","2720574.70521633","22.08",4,4,"0.00000000000000000000"
"CH*CCI*EBB*2776*2","Move","010100002008080000996087EA039F434161193BAD43013241","1179971.67668303","2571783.83225639","11",5,5,"0.07614159479337531086"
"CH*CCI*EBB*2776*2","Move","010100002008080000996087EA039F434161193BAD43013241","1179971.67668303","2571783.83225639","11",5,5,"0.07614159479337531086"
"CH*CCI*EBB*2776*2","Move","010100002008080000996087EA039F434161193BAD43013241","1179971.67668303","2571783.83225639","11",5,6,"0.07614159479337531086"
"CHEVPE3203","evpass","01010000200808000028F99207E5E74341493C957D089C3241","1219592.4905584","2609098.05917277","50.0",7,21,"0.01227578178739615853"
"CHEVPE3203","evpass","01010000200808000028F99207E5E74341493C957D089C3241","1219592.4905584","2609098.05917277","50.0",7,20,"0.01227578178739615853"
"CHEVPE3203","evpass","01010000200808000028F99207E5E74341493C957D089C3241","1219592.4905584","2609098.05917277","50.0",7,18,"0.01227578178739615853"
"CH*SWIEE19832","Swisscharge","01010000200808000018E13E2D71BF4341B2B96156C9A23241","1221321.33742867","2588386.35348142","22",5,116,"0.00343933541457219959"
"CH*SWIEE19832","Swisscharge","01010000200808000018E13E2D71BF4341B2B96156C9A23241","1221321.33742867","2588386.35348142","22",5,118,"0.00343933541457219959"
"CH*SWIEE19832","Swisscharge","01010000200808000018E13E2D71BF4341B2B96156C9A23241","1221321.33742867","2588386.35348142","22",5,205,"0.00343933541457219959"
"CH*REPE022*01*2","PLUG’N ROLL","010100002008080000D63BED6DFD5F45417AA5C26E0D4C3141","1133581.43265757","2801658.8588023","22.08",7,43,"0.01550346579184083814"
"CH*REPE022*01*2","PLUG’N ROLL","010100002008080000D63BED6DFD5F45417AA5C26E0D4C3141","1133581.43265757","2801658.8588023","22.08",7,40,"0.01550346579184083814"
"CH*REPE022*01*2","PLUG’N ROLL","010100002008080000D63BED6DFD5F45417AA5C26E0D4C3141","1133581.43265757","2801658.8588023","22.08",7,35,"0.01550346579184083814"
"CH*E4U*E00252","easy4you","010100002008080000918BE563947F44415E7197E4CCED3241","1240524.89293583","2686760.78044266","20",3,3,"0.00000000000000000000"
"CH*E4U*E00252","easy4you","010100002008080000918BE563947F44415E7197E4CCED3241","1240524.89293583","2686760.78044266","20",3,3,"0.00000000000000000000"
"CH*E4U*E00252","easy4you","010100002008080000918BE563947F44415E7197E4CCED3241","1240524.89293583","2686760.78044266","20",3,3,"0.00000000000000000000"
"CH*SWIEE6164","Swisscharge","0101000020080800005529E5DE5156444181742376D27B3241","1211346.4614785","2665635.74136845","11",1,44,"0.05439441240277263347"
"CH*SWIEE6164","Swisscharge","0101000020080800005529E5DE5156444181742376D27B3241","1211346.4614785","2665635.74136845","11",1,39,"0.05439441240277263347"
"CH*SWIEE6164","Swisscharge","0101000020080800005529E5DE5156444181742376D27B3241","1211346.4614785","2665635.74136845","11",1,47,"0.05439441240277263347"
"CHEVPE2713","evpass","0101000020080800009617E32B7D8C4341BB17858B6FCA3041","1100399.54499958","2562298.3428678","50.0",9,5,"0.02423408645960103709"
"CHEVPE2713","evpass","0101000020080800009617E32B7D8C4341BB17858B6FCA3041","1100399.54499958","2562298.3428678","50.0",9,5,"0.02423408645960103709"
"CHEVPE2713","evpass","0101000020080800009617E32B7D8C4341BB17858B6FCA3041","1100399.54499958","2562298.3428678","50.0",9,5,"0.02423408645960103709"
"CH*SWIEE27664","Swisscharge","0101000020080800001EDC154D283D4541CDBC0AC922933141","1151778.78532009","2783824.60222961","22",4,26,"0.00222233980633895973"
"CH*SWIEE27664","Swisscharge","0101000020080800001EDC154D283D4541CDBC0AC922933141","1151778.78532009","2783824.60222961","22",4,30,"0.00222233980633895973"
"CH*SWIEE27664","Swisscharge","0101000020080800001EDC154D283D4541CDBC0AC922933141","1151778.78532009","2783824.60222961","22",4,26,"0.00222233980633895973"
"CH*REPE074*01*1","PLUG’N ROLL","01010000200808000066965772668A4441D5D4CD354E0E3341","1248846.21017199","2692300.89329796","22",3,27,"0.03926133657865495529"
"CH*REPE074*01*1","PLUG’N ROLL","01010000200808000066965772668A4441D5D4CD354E0E3341","1248846.21017199","2692300.89329796","22",3,29,"0.03926133657865495529"
"CH*REPE074*01*1","PLUG’N ROLL","01010000200808000066965772668A4441D5D4CD354E0E3341","1248846.21017199","2692300.89329796","22",3,30,"0.03926133657865495529"
"CH*E4U*E00680","Ost-mobil","010100002008080000637B640001F444417A0CFEE99A243341","1254554.91403273","2746370.00306647","11.04",1,94,"0.00000000000000000000"
"CH*E4U*E00680","Ost-mobil","010100002008080000637B640001F444417A0CFEE99A243341","1254554.91403273","2746370.00306647","11.04",1,83,"0.00000000000000000000"
"CH*E4U*E00680","Ost-mobil","010100002008080000637B640001F444417A0CFEE99A243341","1254554.91403273","2746370.00306647","11.04",1,91,"0.00000000000000000000"
"CH*CCI*E20146","Move","01010000200808000043CBF5B66CD44341F5074EBF8B4E3241","1199755.74728441","2599129.42937604","11",1,9,"0.02251356724517758315"
"CH*CCI*E20146","Move","01010000200808000043CBF5B66CD44341F5074EBF8B4E3241","1199755.74728441","2599129.42937604","11",1,11,"0.02251356724517758315"
"CH*CCI*E20146","Move","01010000200808000043CBF5B66CD44341F5074EBF8B4E3241","1199755.74728441","2599129.42937604","11",1,13,"0.02251356724517758315"
"CH*CCI*E20188","Move","010100002008080000BA8B645DF70E4341FF84655C93083141","1116307.36092406","2498030.72963091","22",2,129,"0.000000000000000000000000"
"CH*CCI*E20188","Move","010100002008080000BA8B645DF70E4341FF84655C93083141","1116307.36092406","2498030.72963091","22",2,130,"0.000000000000000000000000"
"CH*CCI*E20188","Move","010100002008080000BA8B645DF70E4341FF84655C93083141","1116307.36092406","2498030.72963091","22",2,123,"0.000000000000000000000000"
"CH*CCI*E20086","Move","01010000200808000025FD39FA85A84341AA8E15BAB90B3241","1182649.72689144","2576651.95489468","22",5,68,"0.10982752135833646768"
"CH*SWIEE6353","Swisscharge","0101000020080800008D981DEC395844412870518A2F7E3241","1211951.54030515","2666611.8446532","11",1,56,"0.05032012275781787396"
"CH*SWIEE6353","Swisscharge","0101000020080800008D981DEC395844412870518A2F7E3241","1211951.54030515","2666611.8446532","11",1,60,"0.05032012275781787396"
"CH*SWIEE6353","Swisscharge","0101000020080800008D981DEC395844412870518A2F7E3241","1211951.54030515","2666611.8446532","11",1,51,"0.05032012275781787396"
"CH*E4U*E00353","Ost-mobil","010100002008080000A44E87CA8ACE44412066767746873341","1279814.46665037","2727189.58225425","20",5,4,"0.00000000000000000000"
"CH*E4U*E00353","Ost-mobil","010100002008080000A44E87CA8ACE44412066767746873341","1279814.46665037","2727189.58225425","20",5,4,"0.00000000000000000000"
"CH*E4U*E00353","Ost-mobil","010100002008080000A44E87CA8ACE44412066767746873341","1279814.46665037","2727189.58225425","20",5,4,"0.00000000000000000000"
"CH*E4U*E00697","Ost-mobil","010100002008080000A78298BD640D4541C97597B40B2D3241","1191179.7054361","2759369.48121675","22.08",4,107,"0.00000000000000000000"
"CH*E4U*E00697","Ost-mobil","010100002008080000A78298BD640D4541C97597B40B2D3241","1191179.7054361","2759369.48121675","22.08",4,101,"0.00000000000000000000"
"CH*E4U*E00697","Ost-mobil","010100002008080000A78298BD640D4541C97597B40B2D3241","1191179.7054361","2759369.48121675","22.08",4,103,"0.00000000000000000000"
"CH*CCI*E20117","Move","010100002008080000DB42507BCBF2434127EA698B354E3341","1265205.54458488","2614678.96338688","22",2,91,"0.01778518080704959433"
"CH*CCI*E20117","Move","010100002008080000DB42507BCBF2434127EA698B354E3341","1265205.54458488","2614678.96338688","22",2,96,"0.01778518080704959433"
"CH*CCI*E20117","Move","010100002008080000DB42507BCBF2434127EA698B354E3341","1265205.54458488","2614678.96338688","22",2,84,"0.01778518080704959433"
"CH*SWIEE3069","Swisscharge","010100002008080000E142E352118D4441F28A841933473341","1263411.09967869","2693666.64756046","22",1,3,"0.04127202497486639505"
"CH*SWIEE3069","Swisscharge","010100002008080000E142E352118D4441F28A841933473341","1263411.09967869","2693666.64756046","22",1,3,"0.04127202497486639505"
"CH*SWIEE3069","Swisscharge","010100002008080000E142E352118D4441F28A841933473341","1263411.09967869","2693666.64756046","22",1,3,"0.04127202497486639505"
"CH*E4U*E00167","Ost-mobil","010100002008080000B8EB6C99BFC944416F1494A37B313341","1257851.63897827","2724735.1986365","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00167","Ost-mobil","010100002008080000B8EB6C99BFC944416F1494A37B313341","1257851.63897827","2724735.1986365","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00167","Ost-mobil","010100002008080000B8EB6C99BFC944416F1494A37B313341","1257851.63897827","2724735.1986365","22.08",5,3,"0.00000000000000000000"
"CH*E4U*E00341","Ost-mobil","010100002008080000ED3D25A460004541DF97FBA560793241","1210720.64837026","2752705.28238653","22.08",7,10,"0.00000000000000000000"
"CH*E4U*E00341","Ost-mobil","010100002008080000ED3D25A460004541DF97FBA560793241","1210720.64837026","2752705.28238653","22.08",7,10,"0.00000000000000000000"
"CH*E4U*E00341","Ost-mobil","010100002008080000ED3D25A460004541DF97FBA560793241","1210720.64837026","2752705.28238653","22.08",7,9,"0.00000000000000000000"
"CH*CCC*EBS*1700*1","Move","010100002008080000DD0E0E81D1AB434153FA81473D0F3241","1183549.27932705","2578339.00824152","42",4,4,"0.02047176401053140616"
"CH*CCC*EBS*1700*1","Move","010100002008080000DD0E0E81D1AB434153FA81473D0F3241","1183549.27932705","2578339.00824152","42",4,3,"0.02047176401053140616"
"CH*CCC*EBS*1700*1","Move","010100002008080000DD0E0E81D1AB434153FA81473D0F3241","1183549.27932705","2578339.00824152","42",4,4,"0.02047176401053140616"
"CHEVPE1443","evpass","0101000020080800001BA8A3F6A53A44412191EE3C800C3341","1248384.23801524","2651467.9268694","22.0",5,51,"0.00179903698608391978"
"CHEVPE1443","evpass","0101000020080800001BA8A3F6A53A44412191EE3C800C3341","1248384.23801524","2651467.9268694","22.0",5,51,"0.00179903698608391978"
"CHEVPE1443","evpass","0101000020080800001BA8A3F6A53A44412191EE3C800C3341","1248384.23801524","2651467.9268694","22.0",5,48,"0.00179903698608391978"
"CH*CCC*E50111","Move","010100002008080000BD7C40C9D2E343414D3DE5780A413341","1261834.47224792","2607013.57228049","11",3,15,"0.00225672989092472194"
"CH*CCC*E50111","Move","010100002008080000BD7C40C9D2E343414D3DE5780A413341","1261834.47224792","2607013.57228049","11",3,13,"0.00225672989092472194"
"CH*CCC*E50111","Move","010100002008080000BD7C40C9D2E343414D3DE5780A413341","1261834.47224792","2607013.57228049","11",3,14,"0.00225672989092472194"
"CHEVPE35670","evpass","0101000020080800008B0500B3A0C04441B0BA8C1DD7CD3241","1232343.11542861","2720065.39843816","3.7",7,147,"0.000000000000000000000000"
"CHEVPE35670","evpass","0101000020080800008B0500B3A0C04441B0BA8C1DD7CD3241","1232343.11542861","2720065.39843816","3.7",7,145,"0.000000000000000000000000"
"CHEVPE35670","evpass","0101000020080800008B0500B3A0C04441B0BA8C1DD7CD3241","1232343.11542861","2720065.39843816","3.7",7,152,"0.000000000000000000000000"
"CH*E4U*E00240","easy4you","0101000020080800007FEEF0C70C3E4541D02597DE991E3241","1187481.86949383","2784281.56204015","11.04",4,5,"0.00000000000000000000"
"CH*E4U*E00240","easy4you","0101000020080800007FEEF0C70C3E4541D02597DE991E3241","1187481.86949383","2784281.56204015","11.04",4,5,"0.00000000000000000000"
"CH*E4U*E00240","easy4you","0101000020080800007FEEF0C70C3E4541D02597DE991E3241","1187481.86949383","2784281.56204015","11.04",4,5,"0.00000000000000000000"
"CH*CCI*EBB*2779*1","Move","01010000200808000024D2F98A64C644418216735C822A3341","1256066.3611311","2723017.08574893","22",7,21,"0.00015873855759563998"
"CH*CCI*EBB*2779*1","Move","01010000200808000024D2F98A64C644418216735C822A3341","1256066.3611311","2723017.08574893","22",7,21,"0.00015873855759563998"
"CH*CCI*EBB*2779*1","Move","01010000200808000024D2F98A64C644418216735C822A3341","1256066.3611311","2723017.08574893","22",7,19,"0.00015873855759563998"
"CH*IBA*EAC027*2","Eniwa","010100002008080000EB3D8B9CD6304441407A8326CAED3241","1240522.15044369","2646445.22299932","22.2",5,3,"0.00735488650193131912"
"CH*IBA*EAC027*2","Eniwa","010100002008080000EB3D8B9CD6304441407A8326CAED3241","1240522.15044369","2646445.22299932","22.2",5,3,"0.00735488650193131912"
"CH*IBA*EAC027*2","Eniwa","010100002008080000EB3D8B9CD6304441407A8326CAED3241","1240522.15044369","2646445.22299932","22.2",5,3,"0.00735488650193131912"
"CH*E4U*E00017","Ost-mobil","01010000200808000099E7EA212AF644413936A07A49453341","1262921.47900714","2747476.26498122","22.08",5,8,"0.00000000000000000000"
"CH*E4U*E00017","Ost-mobil","01010000200808000099E7EA212AF644413936A07A49453341","1262921.47900714","2747476.26498122","22.08",5,9,"0.00000000000000000000"
"CH*E4U*E00017","Ost-mobil","01010000200808000099E7EA212AF644413936A07A49453341","1262921.47900714","2747476.26498122","22.08",5,14,"0.00000000000000000000"
"CH*SWIEE5651","Swisscharge","0101000020080800009B0ABEC368C744418B5F707FD8133141","1119192.49780843","2723537.5292371","60",4,20,"0.00402137679242287952"
"CH*SWIEE5651","Swisscharge","0101000020080800009B0ABEC368C744418B5F707FD8133141","1119192.49780843","2723537.5292371","60",4,18,"0.00402137679242287952"
"CH*SWIEE5651","Swisscharge","0101000020080800009B0ABEC368C744418B5F707FD8133141","1119192.49780843","2723537.5292371","60",4,29,"0.00402137679242287952"
"CH*CCI*E20067","Move","010100002008080000E497E1CEB4144441A0EBB438E6DB3141","1170406.22151063","2632041.61625956","22",4,80,"0.00322389984417817420"
"CH*CCI*E20067","Move","010100002008080000E497E1CEB4144441A0EBB438E6DB3141","1170406.22151063","2632041.61625956","22",4,84,"0.00322389984417817420"
"CH*CCI*E20067","Move","010100002008080000E497E1CEB4144441A0EBB438E6DB3141","1170406.22151063","2632041.61625956","22",4,85,"0.00322389984417817420"
"CH*SWIEE11024","Swisscharge","010100002008080000560A1866B03844414C424D0634AE3241","1224244.02461638","2650464.79760865","22",6,23,"0.000000000000000000000000"
"CH*SWIEE11024","Swisscharge","010100002008080000560A1866B03844414C424D0634AE3241","1224244.02461638","2650464.79760865","22",6,26,"0.000000000000000000000000"
"CH*SWIEE11024","Swisscharge","010100002008080000560A1866B03844414C424D0634AE3241","1224244.02461638","2650464.79760865","22",6,21,"0.000000000000000000000000"
"CH*CCI*EBB*4836*8","Move","010100002008080000593BA8FCB4A54341B243EE0C0A433241","1196810.05051063","2575209.97388403","22",6,29,"0.02058117835243934951"
"CH*CCI*EBB*4836*8","Move","010100002008080000593BA8FCB4A54341B243EE0C0A433241","1196810.05051063","2575209.97388403","22",6,27,"0.02058117835243934951"
"CH*CCI*EBB*4836*8","Move","010100002008080000593BA8FCB4A54341B243EE0C0A433241","1196810.05051063","2575209.97388403","22",6,31,"0.02058117835243934951"
"CH*CCI*E20112","Move","010100002008080000BADF2C0DC4A4434129021BC110BA3141","1161744.75431837","2574728.10293194","22",7,7,"0.00445972811777980764"
"CH*CCI*E20112","Move","010100002008080000BADF2C0DC4A4434129021BC110BA3141","1161744.75431837","2574728.10293194","22",7,7,"0.00445972811777980764"
"CH*CCI*E20112","Move","010100002008080000BADF2C0DC4A4434129021BC110BA3141","1161744.75431837","2574728.10293194","22",7,12,"0.00445972811777980764"
"CH*IBA*EAC029*2","Eniwa","0101000020080800009C3C4AD2AC324441B9818A0F0A103341","1249290.06070719","2647385.64289053","22.2",5,32,"0.00000000000000000000"
"CH*IBA*EAC029*2","Eniwa","0101000020080800009C3C4AD2AC324441B9818A0F0A103341","1249290.06070719","2647385.64289053","22.2",5,32,"0.00000000000000000000"
"CH*IBA*EAC029*2","Eniwa","0101000020080800009C3C4AD2AC324441B9818A0F0A103341","1249290.06070719","2647385.64289053","22.2",5,31,"0.00000000000000000000"
"CH*SWIEE4241","Swisscharge","010100002008080000A5DB4745C6EB434181702259AF543341","1266863.34818175","2611084.54125543","22",1,71,"0.10212180538652838775"
"CH*SWIEE4241","Swisscharge","010100002008080000A5DB4745C6EB434181702259AF543341","1266863.34818175","2611084.54125543","22",1,64,"0.10212180538652838775"
"CH*SWIEE4241","Swisscharge","010100002008080000A5DB4745C6EB434181702259AF543341","1266863.34818175","2611084.54125543","22",1,62,"0.10212180538652838775"
"CH*E4U*E00536","Ost-mobil","0101000020080800001A092D3D64FC4441F7808468DD803241","1212637.40827185","2750664.47793688","22.08",7,7,"0.00000000000000000000"
"CH*E4U*E00536","Ost-mobil","0101000020080800001A092D3D64FC4441F7808468DD803241","1212637.40827185","2750664.47793688","22.08",7,3,"0.00000000000000000000"
"CH*E4U*E00536","Ost-mobil","0101000020080800001A092D3D64FC4441F7808468DD803241","1212637.40827185","2750664.47793688","22.08",7,7,"0.00000000000000000000"
"CH*CCI*E20244","Move","010100002008080000CE2C28B26FDF43410A1CD1D0770A3341","1247863.81569076","2604767.39185104","22",7,26,"0.000000000000000000000000"
"CH*CCI*E20244","Move","010100002008080000CE2C28B26FDF43410A1CD1D0770A3341","1247863.81569076","2604767.39185104","22",7,25,"0.000000000000000000000000"
"CH*CCI*E20244","Move","010100002008080000CE2C28B26FDF43410A1CD1D0770A3341","1247863.81569076","2604767.39185104","22",7,23,"0.000000000000000000000000"
"CH*CCC*E50019","Move","010100002008080000ED51F5BB501344413DF0A8C569423241","1196649.77210905","2631329.46842407","50",8,3,"0.00080597496104454355"
"CH*CCC*E50019","Move","010100002008080000ED51F5BB501344413DF0A8C569423241","1196649.77210905","2631329.46842407","50",8,3,"0.00080597496104454355"
"CH*SWIEE1193","Swisscharge","010100002008080000FDA413020B5F4441DC5567D98A1E3341","1253002.84923302","2670102.0162245","20",2,21,"0.00031747711519127996"
"CH*SWIEE1193","Swisscharge","010100002008080000FDA413020B5F4441DC5567D98A1E3341","1253002.84923302","2670102.0162245","20",2,18,"0.00031747711519127996"
"CH*SWIEE1193","Swisscharge","010100002008080000FDA413020B5F4441DC5567D98A1E3341","1253002.84923302","2670102.0162245","20",2,14,"0.00031747711519127996"
"CH*CCI*E20011","Move","0101000020080800009EB9ED2C827F434187AD7EBAC6563241","1201862.72849545","2555652.35100479","22",5,17,"0.000000000000000000000000"
"CH*CCI*E20011","Move","0101000020080800009EB9ED2C827F434187AD7EBAC6563241","1201862.72849545","2555652.35100479","22",5,21,"0.000000000000000000000000"
"CH*CCI*E20011","Move","0101000020080800009EB9ED2C827F434187AD7EBAC6563241","1201862.72849545","2555652.35100479","22",5,17,"0.000000000000000000000000"
"CH*CCC*EBS*3063*3","Move","0101000020080800000FC8559296DB4341AAE3DDDF68603241","1204328.87447951","2602797.14324284","50",2,3,"0.02724195368330557197"
"CH*CCC*E50120","Move","01010000200808000098F9D5D8C1E743416D239CD0063D3341","1260806.81488248","2609027.69403","11",3,19,"0.48503573155660630810"
"CH*CCC*E50120","Move","01010000200808000098F9D5D8C1E743416D239CD0063D3341","1260806.81488248","2609027.69403","11",3,13,"0.48503573155660630810"
"CH*CCC*E50120","Move","01010000200808000098F9D5D8C1E743416D239CD0063D3341","1260806.81488248","2609027.69403","11",3,22,"0.48503573155660630810"
"CH*CCC*E50079","Move","01010000200808000006C95EDCBEE743414E9F8DD0133D3341","1260819.81466098","2609021.72164262","50",3,19,"0.000000000000000000000000"
"CH*CCC*E50079","Move","01010000200808000006C95EDCBEE743414E9F8DD0133D3341","1260819.81466098","2609021.72164262","50",3,13,"0.000000000000000000000000"
"CH*CCC*E50079","Move","01010000200808000006C95EDCBEE743414E9F8DD0133D3341","1260819.81466098","2609021.72164262","50",3,22,"0.000000000000000000000000"
"CH*CCI*E20093","Move","010100002008080000E29CA389C0B1434151338A500E5A3241","1202702.31460877","2581377.07530557","22",7,38,"0.00779109129009725431"
"CH*CCI*E20093","Move","010100002008080000E29CA389C0B1434151338A500E5A3241","1202702.31460877","2581377.07530557","22",7,41,"0.00779109129009725431"
"CH*CCI*E20093","Move","010100002008080000E29CA389C0B1434151338A500E5A3241","1202702.31460877","2581377.07530557","22",7,46,"0.00779109129009725431"
"CH*CCI*E20135","Move","0101000020080800002A68EAC2F0BE43410B7DA44371813141","1147249.26422864","2588129.52277853","22",9,4,"0.01026274783730052120"
"CH*CCI*E20135","Move","0101000020080800002A68EAC2F0BE43410B7DA44371813141","1147249.26422864","2588129.52277853","22",9,6,"0.01026274783730052120"
"CH*CCI*E20135","Move","0101000020080800002A68EAC2F0BE43410B7DA44371813141","1147249.26422864","2588129.52277853","22",9,9,"0.01026274783730052120"
