,OperatorID,OperatorName,IsOpen24Hours,ChargingStationId,lastUpdate,HotlinePhoneNum,ClearinghouseID,OpeningTimes,ChargingStationName,EnChargingStationName,HubOperatorID,Plugs,Accessibility,EvseID,DynamicInfoAvailable,ChargingFacilities,IsHubjectCompatible,ChargingModes,MaxCapacity,PaymentOptions,AdditionalInfo,ChargingPoolID,deltaType,ValueAddedServices,AuthenticationModes,Address.City,Address.Country,Address.HouseNum,Address.PostalCode,Address.Street,Address.Floor,Address.Region,Address.Timezone,GeoCoordinates.Google,GeoChargingPointEntrance.Google
1944,CHEVP,evpass,False,6819,,488848044,,,evpass - M1 - Parkhaus Diana Schaffhausen,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3479,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Schaffhausen,CHE,2,8200,"Mühlentalstrasse AMAG, Parkhaus Diana",,,UTC+02:00,47.699371 8.632018,None None
1945,CHEVP,evpass,False,6824,,488848044,,,evpass - M1 - Parkhaus Messe Zürich,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3206,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,65,8050,"Andreasstrasse AMAG, Parkhaus Messe",,,UTC+02:00,47.414023 8.553363,None None
1946,CHEVP,evpass,False,6824,,488848044,,,evpass - M1 - Parkhaus Messe Zürich,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3471,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,65,8050,"Andreasstrasse AMAG, Parkhaus Messe",,,UTC+02:00,47.414023 8.553363,None None
1947,CHEVP,evpass,False,6824,,488848044,,,evpass - M1 - Parkhaus Messe Zürich,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3469,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,65,8050,"Andreasstrasse AMAG, Parkhaus Messe",,,UTC+02:00,47.414023 8.553363,None None
1948,CHEVP,evpass,False,6824,,488848044,,,evpass - M1 - Parkhaus Messe Zürich,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3467,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,65,8050,"Andreasstrasse AMAG, Parkhaus Messe",,,UTC+02:00,47.414023 8.553363,None None
1949,CHEVP,evpass,False,6824,,488848044,,,evpass - M1 - Parkhaus Messe Zürich,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3465,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,65,8050,"Andreasstrasse AMAG, Parkhaus Messe",,,UTC+02:00,47.414023 8.553363,None None
1950,CHEVP,evpass,False,6824,,488848044,,,evpass - M1 - Parkhaus Messe Zürich,,,"['CHAdeMO', 'CCS Combo 2 Plug (Cable Attached)']",Free publicly accessible,CHEVPE35888,true,"[{'power': 22.0, 'powertype': 'DC'}, {'power': 22.0, 'powertype': 'DC'}]",False,"['CHAdeMO', 'Mode_4']",,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,65,8050,"Andreasstrasse AMAG, Parkhaus Messe",,,UTC+02:00,47.414023 8.553363,None None
1951,CHEVP,evpass,False,6838,,488848044,,,evpass - M1 - Parkhaus Utoquai Zürich - 3UG,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35843,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,6,8008,"Färberstrasse AMAG, Parkhaus Utoquai",-3,,UTC+02:00,47.361791 8.548217,None None
1952,CHEVP,evpass,False,6838,,488848044,,,evpass - M1 - Parkhaus Utoquai Zürich - 3UG,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3481,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Zürich,CHE,6,8008,"Färberstrasse AMAG, Parkhaus Utoquai",-3,,UTC+02:00,47.361791 8.548217,None None
1953,CHEVP,evpass,False,6841,,488848044,,,evpass - M1 - ibis Genève Aéroport,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3485,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Cointrin,CHE,10,1216,Chemin de la Violette,-1,,UTC+02:00,46.227597 6.106438,None None
1954,CHEVP,evpass,False,6841,,488848044,,,evpass - M1 - ibis Genève Aéroport,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3207,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Cointrin,CHE,10,1216,Chemin de la Violette,-1,,UTC+02:00,46.227597 6.106438,None None
1955,CHEVP,evpass,False,6847,,488848044,,,evpass - SAK - P1 - Gemeinde Oberegg CRS,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3464,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Oberegg,CHE,17,9413,Dorfstrasse,,,UTC+02:00,47.422655 9.55263,None None
1956,CHEVP,evpass,False,6852,,488848044,,,P1 3G Online (NISKO-GREENSPOT),,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35922,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,['No Payment'],"[{'lang': 'en-US', 'value': 'pilot - Ein Gedi Kibbutz Hotel 23.7.2020'}]",,,['MaximumPowerCharging'],['REMOTE'],Ein Gedi,ISR,,8698000,kibbutz Ein Gedi,0,,UTC+03:00,31.45334 35.387292,None None
1957,CHEVP,evpass,False,6861,,488848044,,,evpass - N2 - Hôtel du Val Malvilliers,,,"['Type 1 Connector (Cable Attached)', 'Type 2 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3470,true,"[{'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}, {'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Boudevilliers,CHE,1,2043,La Croisée,,,UTC+02:00,47.032221 6.867745,None None
1958,CHEVP,evpass,False,6861,,488848044,,,evpass - N2 - Hôtel du Val Malvilliers,,,"['Type 1 Connector (Cable Attached)', 'Type 2 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3468,true,"[{'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}, {'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Boudevilliers,CHE,1,2043,La Croisée,,,UTC+02:00,47.032221 6.867745,None None
1959,CHEVP,evpass,False,6873,,488848044,,,UBS Ausbild. Schloss Wolfsberg - M1,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35822,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']","[{'lang': 'de-DE', 'value': 'Nur für Hotelgäste, kein freier Zugang'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Ermatingen,CHE,15,8272,Wolfsbergstrasse,-1,,UTC+02:00,47.658158 9.078247,None None
1960,CHEVP,evpass,False,6873,,488848044,,,UBS Ausbild. Schloss Wolfsberg - M1,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35821,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']","[{'lang': 'de-DE', 'value': 'Nur für Hotelgäste, kein freier Zugang'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Ermatingen,CHE,15,8272,Wolfsbergstrasse,-1,,UTC+02:00,47.658158 9.078247,None None
1961,CHEVP,evpass,False,6873,,488848044,,,UBS Ausbild. Schloss Wolfsberg - M1,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35820,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']","[{'lang': 'de-DE', 'value': 'Nur für Hotelgäste, kein freier Zugang'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Ermatingen,CHE,15,8272,Wolfsbergstrasse,-1,,UTC+02:00,47.658158 9.078247,None None
1962,CHEVP,evpass,False,6873,,488848044,,,UBS Ausbild. Schloss Wolfsberg - M1,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35819,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']","[{'lang': 'de-DE', 'value': 'Nur für Hotelgäste, kein freier Zugang'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Ermatingen,CHE,15,8272,Wolfsbergstrasse,-1,,UTC+02:00,47.658158 9.078247,None None
1963,CHEVP,evpass,False,6873,,488848044,,,UBS Ausbild. Schloss Wolfsberg - M1,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35823,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']","[{'lang': 'de-DE', 'value': 'Nur für Hotelgäste, kein freier Zugang'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Ermatingen,CHE,15,8272,Wolfsbergstrasse,-1,,UTC+02:00,47.658158 9.078247,None None
1964,CHEVP,evpass,False,6891,,488848044,,,evpass - M1 - Atrium Park Genève,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3462,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Genève,CHE,2,1217,Rue de la Bergère,,,UTC+02:00,46.222132 6.066639,None None
1965,CHEVP,evpass,False,6891,,488848044,,,evpass - M1 - Atrium Park Genève,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3460,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Genève,CHE,2,1217,Rue de la Bergère,,,UTC+02:00,46.222132 6.066639,None None
1966,CHEVP,evpass,False,6891,,488848044,,,evpass - M1 - Atrium Park Genève,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3458,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Genève,CHE,2,1217,Rue de la Bergère,,,UTC+02:00,46.222132 6.066639,None None
1967,CHEVP,evpass,False,6892,,488848044,,,Hotel Bahnhof Reichenbach - P1 Online,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35825,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,['Contract'],,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire']",Reichenbach,CHE,1,3713,Bahnhofstrasse,0,,UTC+02:00,46.625865 7.690393,None None
1968,CHEVP,evpass,False,6930,,488848044,,,evpass - P1 - Centre Loisirs Saignelégier 01,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3461,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Saignelégier,CHE,10,2350,Chemin des Sports,,,UTC+02:00,47.251249 6.999996,None None
1969,CHEVP,evpass,False,6930,,488848044,,,evpass - P1 - Centre Loisirs Saignelégier 01,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3463,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Saignelégier,CHE,10,2350,Chemin des Sports,,,UTC+02:00,47.251249 6.999996,None None
1970,CHEVP,evpass,False,6934,,488848044,,,SID - P1 - Bellevoie - Côté gare,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35899,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,['Contract'],"[{'lang': 'fr-FR', 'value': 'P1 - 22 kW - Online - T1 + T2'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire']",Delémont,CHE,,2800,Bellevoie,,,UTC+02:00,47.362974 7.351793,None None
1971,CHEVP,evpass,False,6935,,488848044,,,SID - P1 - Bellevoie - Côté vieille ville,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35900,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,['Contract'],"[{'lang': 'fr-FR', 'value': 'P1 - 22 kW - Online - T1 + T2'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire']",Delémont,CHE,,2800,Bellevoie,,,UTC+02:00,47.36292 7.351797,None None
1972,CHEVP,evpass,False,6940,,488848044,,,evpass - P1 Online - Gare CFF Puidoux 136,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3459,true,"[{'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Puidoux,CHE,7,1070,Route de la Gare,,,UTC+02:00,46.493448 6.76514,None None
1973,CHEVP,evpass,False,6940,,488848044,,,evpass - P1 Online - Gare CFF Puidoux 136,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE3448,true,"[{'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}, {'amperage': 16, 'power': 3.7, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,"['MaximumPowerCharging', 'Reservation']","['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Puidoux,CHE,7,1070,Route de la Gare,,,UTC+02:00,46.493448 6.76514,None None
1974,CHEVP,evpass,False,6942,,488848044,,,Romande Energie - Migros Chailly Gauche,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35799,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Lausanne,CHE,2,1012,Avenue de la Vallonnette,-1,,UTC+02:00,46.527384 6.651259,None None
1975,CHEVP,evpass,False,6942,,488848044,,,Romande Energie - Migros Chailly Gauche,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35798,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Lausanne,CHE,2,1012,Avenue de la Vallonnette,-1,,UTC+02:00,46.527384 6.651259,None None
1976,CHEVP,evpass,False,6994,,488848044,,,Romande Energie - P1 - Migros Renens OBI Droite,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35804,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Renens,CHE,11,1020,Avenue du Silo,0,,UTC+02:00,46.532803 6.586122,None None
1977,CHEVP,evpass,False,6994,,488848044,,,Romande Energie - P1 - Migros Renens OBI Droite,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35805,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Renens,CHE,11,1020,Avenue du Silo,0,,UTC+02:00,46.532803 6.586122,None None
1978,CHEVP,evpass,False,6996,,488848044,,,Romande Energie - P1 - Migros Rolle Gauche,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35809,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Rolle,CHE,17,1180,Avenue de la Gare,0,,UTC+02:00,46.461355 6.337666,None None
1979,CHEVP,evpass,False,6996,,488848044,,,Romande Energie - P1 - Migros Rolle Gauche,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35808,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Rolle,CHE,17,1180,Avenue de la Gare,0,,UTC+02:00,46.461355 6.337666,None None
1980,CHEVP,evpass,False,7025,,488848044,,,Romande Energie - P1 - Migros Oron,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35824,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']","[{'lang': 'fr-FR', 'value': 'Parking supérieur'}]",,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Oron-la-Ville,CHE,2,1610,Route de Lausanne,1,,UTC+02:00,46.571805 6.825703,None None
1981,CHEVP,evpass,False,7026,,488848044,,,Romande Energie - P1 - Migros Vallée de Joux,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35836,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Le Chenit,CHE,7,1347,Rue de la Gare,,,UTC+02:00,46.605887 6.230967,None None
1982,CHEVP,evpass,False,7031,,488848044,,,Romande Energie - M1 - Migros Métropole Renens,,,"['Type 2 Connector (Cable Attached)', 'Type 1 Connector (Cable Attached)']",Free publicly accessible,CHEVPE35811,true,"[{'amperage': 32, 'power': 22.0, 'powertype': 'AC_3_PHASE', 'voltage': 400}, {'amperage': 32, 'power': 7.0, 'powertype': 'AC_1_PHASE', 'voltage': 230}]",False,['Mode_3'],,"['Contract', 'Direct']",,,,['MaximumPowerCharging'],"['REMOTE', 'NFC RFID Classic', 'NFC RFID DESFire', 'Direct Payment']",Renens,CHE,9,1020,Rue de la Mèbre,,,UTC+02:00,46.53906 6.58053,None None
