,OperatorID,OperatorName,IsOpen24Hours,ChargingStationId,lastUpdate,HotlinePhoneNum,ClearinghouseID,OpeningTimes,ChargingStationName,EnChargingStationName,HubOperatorID,Plugs,Accessibility,EvseID,DynamicInfoAvailable,ChargingFacilities,IsHubjectCompatible,ChargingModes,MaxCapacity,PaymentOptions,AdditionalInfo,ChargingPoolID,deltaType,ValueAddedServices,AuthenticationModes,Address.City,Address.Country,Address.HouseNum,Address.PostalCode,Address.Street,Address.Floor,Address.Region,Address.Timezone,GeoCoordinates.Google,GeoChargingPointEntrance.Google
0,CH*BVS,Backpackers Villa Sonnenhof,False,CH*BVS*E001*0001,,,,,CH*BVS*E001*0001,,,['Type 2 Connector (Cable Attached)'],Free publicly accessible,CH*BVS*E001*0001,false,[{'power': 22.0}],False,,,['Direct'],,,,['None'],['Direct Payment'],Interlaken,CHE,16,3800,Alpenstrasse,,,,46.68459 7.86187,None None
1,CH*BVS,Backpackers Villa Sonnenhof,False,CH*BVS*E001*0001,,,,,CH*BVS*E001*0001,,,['Type 2 Outlet'],Free publicly accessible,CH*BVS*E001*0002,false,[{'power': 11.0}],False,,,['Direct'],,,,['None'],['Direct Payment'],Interlaken,CHE,16,3800,Alpenstrasse,,,,46.68459 7.86187,None None
2,CH*BVS,Backpackers Villa Sonnenhof,False,CH*BVS*E001*0001,,,,,CH*BVS*E001*0001,,,"['IEC 60309 Three Phase', 'IEC 60309 Single Phase', 'Type J Swiss Standard']",Free publicly accessible,CH*BVS*E001*0003,false,"[{'power': 11.0}, {'power': 3.7}, {'power': 3.7}]",False,,,['Direct'],,,,['None'],['Direct Payment'],Interlaken,CHE,16,3800,Alpenstrasse,,,,46.68459 7.86187,None None
3,CH*EWO,Elektrizitätswerk Obwalden,False,CH*EWO*E123*0001,,416665100,,,CH*EWO*E123*0001,,,"['Type 2 Outlet', 'Type 2 Outlet']",Free publicly accessible,CH*EWO*E123*0001,false,"[{'power': 11}, {'power': 11}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Sarnen,CHE,7,6060,Bahnhofplatz,,,,46.89538 8.2476,None None
4,CH*EWO,Elektrizitätswerk Obwalden,False,CH*EWO*E123*0002,,416665100,,,CH*EWO*E123*0002,,,"['Type 2 Outlet', 'Type 2 Outlet']",Free publicly accessible,CH*EWO*E123*0002,false,"[{'power': 11}, {'power': 11}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Sachseln,CHE,1,6072,Bahnhofplatz,,,,46.87077 8.23782,None None
5,CH*EWO,Elektrizitätswerk Obwalden,False,CH*EWO*E123*0003,,416665100,,,CH*EWO*E123*0003,,,"['Type 2 Outlet', 'Type 2 Outlet']",Free publicly accessible,CH*EWO*E123*0003,false,"[{'power': 11}, {'power': 11}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Giswil,CHE,nan,6074,Gorgenstrasse,,,,46.83674 8.18736,None None
6,CH*EWO,Elektrizitätswerk Obwalden,False,CH*EWO*E123*0004,,416665100,,,CH*EWO*E123*0004,,,"['Type 2 Outlet', 'Type 2 Outlet']",Free publicly accessible,CH*EWO*E123*0004,false,"[{'power': 11}, {'power': 11}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Lungern,CHE,nan,6078,Bahnhofstrasse,,,,46.78573 8.16329,None None
7,CH*EWO,Elektrizitätswerk Obwalden,False,CH*EWO*E123*0005,,416665100,,,CH*EWO*E123*0005,,,"['Type 2 Outlet', 'Type 2 Outlet']",Free publicly accessible,CH*EWO*E123*0005,false,"[{'power': 11}, {'power': 11}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Alpnach,CHE,1,6055,Bahnhofplatz,,,,46.94119 8.27574,None None
8,CH*EWO,Elektrizitätswerk Obwalden,False,CH*EWO*E123*0006,,416665100,,,CH*EWO*E123*0006,,,"['Type 2 Outlet', 'Type 2 Outlet']",Free publicly accessible,CH*EWO*E123*0006,false,"[{'power': 11}, {'power': 11}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Engelberg,CHE,nan,6390,Bahnhof,,,,46.81965 8.40193,None None
9,CH*EWO,Elektrizitätswerk Obwalden,False,CH*EWO*E123*0007,,416665100,,,CH*EWO*E123*0007,,,"['Type 2 Outlet', 'Type 2 Outlet']",Free publicly accessible,CH*EWO*E123*0007,false,"[{'power': 11}, {'power': 11}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Kerns,CHE,5,6064,Sarnerstrasse,,,,46.90111 8.27367,None None
10,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0001,,,,,CH*LID*E123*0001,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0001,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Altendorf,CHE,68,8852,Zürcherstrasse ,,,,47.19381 8.81854,None None
11,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0002,,,,,CH*LID*E123*0002,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0002,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Amriswil,CHE,13,8580,Schrofenstrasse,,,,47.547 9.27409,None None
12,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0003,,,,,CH*LID*E123*0003,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0003,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Böckten,CHE,23,4461,Hauptstrasse,,,,47.46274 7.83903,None None
13,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0004,,,,,CH*LID*E123*0004,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0004,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Dübendorf,CHE,20,8600,Im Schörli,,,,47.39553 8.63853,None None
14,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0005,,,,,CH*LID*E123*0005,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0005,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Frauenfeld,CHE,70,8500,Langfeldstrasse,,,,47.56601 8.90792,None None
15,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0006,,,,,CH*LID*E123*0006,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0006,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Jona,CHE,5,8645,Feldlistrasse,,,,47.22942 8.84679,None None
16,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0007,,,,,CH*LID*E123*0007,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0007,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Kloten,CHE,163,8302,Schaffhauserstrasse,,,,47.45501 8.57956,None None
17,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0008,,,,,CH*LID*E123*0008,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0008,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Muri,CHE,36,5630,Aarauerstrasse,,,,47.27968 8.33616,None None
18,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0009,,,,,CH*LID*E123*0009,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0009,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Oberglatt,CHE,4,8154,Lägernstrasse,,,,47.47563 8.50681,None None
19,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0010,,,,,CH*LID*E123*0010,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0010,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Pfäffikon,CHE,7,8330,Schützenhausstrasse,,,,47.36639 8.77067,None None
20,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0011,,,,,CH*LID*E123*0011,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0011,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Schlieren,CHE,5,8952,Reitmenstrasse,,,,47.39945 8.43218,None None
21,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0012,,,,,CH*LID*E123*0012,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0012,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],St. Gallen,CHE,11,9014,Lerchenfeldstrasse,,,,47.41348 9.33982,None None
22,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0013,,,,,CH*LID*E123*0013,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0013,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Volketswil,CHE,5,8604,Müllerenstrasse,,,,47.37933 8.67753,None None
23,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0014,,,,,CH*LID*E123*0014,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0014,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Wädenswil,CHE,147,8820,Steinacherstrasse,,,,47.23686 8.63594,None None
24,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0015,,,,,CH*LID*E123*0015,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0015,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Weinfelden,CHE,28,8570,Walkestrasse,,,,47.56521 9.09654,None None
25,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0016,,,,,CH*LID*E123*0016,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0016,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Winterthur,CHE,3,8409,Im Schönengrund,,,,47.49917 8.76403,None None
26,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0017,,,,,CH*LID*E123*0017,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0017,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Winterthur,CHE,10,8406,In der Au,,,,47.48648 8.70398,None None
27,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0018,,,,,CH*LID*E123*0018,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0018,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Sant Antonino,CHE,8,6592,Via Serrai,,,,46.1541 8.9653,None None
28,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0019,,,,,CH*LID*E123*0019,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0019,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Grenchen,CHE,45,2540,Solothurnstrasse,,,,47.19344 7.39934,None None
29,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0020,,,,,CH*LID*E123*0020,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0020,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Giubiasco,CHE,44,6929,Viale C.Olgiati,,,,46.18191 9.01818,None None
30,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0021,,,,,CH*LID*E123*0021,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0021,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Reconvillier,CHE,64,2732,Grand-Rue,,,,47.23488 7.22894,None None
31,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0022,,,,,CH*LID*E123*0022,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0022,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Etoy,CHE,41,1163,Route d Allaman,,,,46.47457 6.41396,None None
32,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0023,,,,,CH*LID*E123*0023,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0023,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Schaffhausen,CHE,16,8207,Im Majorenacker,,,,47.71744 8.66159,None None
33,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0024,,,,,CH*LID*E123*0024,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0024,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Kehrsatz,CHE,3,3122,Im Breitenacker,,,,46.91671 7.46624,None None
34,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0025,,,,,CH*LID*E123*0025,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0025,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Einsiedeln,CHE,73,8840,Zürichstrasse,,,,47.13868 8.7452,None None
35,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0026,,,,,CH*LID*E123*0026,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0026,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Wohlen,CHE,2,5610,Bullenbergstrasse,,,,47.34845 8.26147,None None
36,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0027,,,,,CH*LID*E123*0027,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0027,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Oeschgen,CHE,419,5072,Hauptstrasse,,,,47.51643 8.01341,None None
37,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0028,,,,,CH*LID*E123*0028,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0028,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Aarberg,CHE,7,3270,Alte Lyssstrasse,,,,47.05266 7.28595,None None
38,CH*LIDL,Lidl Schweiz,False,CH*LID*E123*0029,,,,,CH*LID*E123*0029,,,"['Type 2 Connector (Cable Attached)', 'CCS Combo 2 Plug (Cable Attached)', 'CHAdeMO']",Free publicly accessible,CH*LID*E123*0029,false,"[{'power': 43}, {'power': 50}, {'power': 50}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Thusis,CHE,25,7430,Italienische Strasse,,,,46.71023 9.43581,None None
39,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0001,,041 819 47 47,,,CH*EBS*E123*0001,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type J Swiss Standard']",Free publicly accessible,CH*EBS*E123*0001,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 3.7}]",False,,,['Direct'],,,,['None'],['REMOTE'],Steinen,CHE,8,6422,Postplatz,,,,47.04972 8.61221,None None
40,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0002,,041 819 47 47,,,CH*EBS*E123*0002,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type J Swiss Standard']",Free publicly accessible,CH*EBS*E123*0002,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 3.7}]",False,,,['Direct'],,,,['None'],['REMOTE'],Sattel,CHE,1,6417,Kreisel,,,,47.07929 8.63478,None None
41,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0003,,041 819 47 47,,,CH*EBS*E123*0003,,,"['IEC 60309 Single Phase', 'Type J Swiss Standard', 'Type J Swiss Standard', 'Type J Swiss Standard']",Paying publicly accessible,CH*EBS*E123*0003,false,"[{'power': 3.7}, {'power': 3.7}, {'power': 3.7}, {'power': 3.7}]",False,,,['No Payment'],,,,['None'],['REMOTE'],Sattel,CHE,nan,6417,Parkplatz Eumatt,,,,47.07919 8.6355,None None
42,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0004,,041 819 47 47,,,CH*EBS*E123*0004,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type 2 Outlet']",Paying publicly accessible,CH*EBS*E123*0004,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 22.0}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Schwyz,CHE,nan,6430,Parkhaus Hofmatt,,,,47.02106 8.65217,None None
43,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0005,,041 819 47 47,,,CH*EBS*E123*0005,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type J Swiss Standard']",Paying publicly accessible,CH*EBS*E123*0005,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 22.0}]",False,,,['No Payment'],,,,['MaximumPowerCharging'],['REMOTE'],Schwyz,CHE,nan,6430,Parkhaus Mythenforum,,,,47.02026 8.65541,None None
44,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0006,,041 819 47 47,,,CH*EBS*E123*0006,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type J Swiss Standard']",Free publicly accessible,CH*EBS*E123*0006,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 3.7}]",False,,,['Direct'],,,,['None'],['REMOTE'],Illgau,CHE,nan,6434,Lindenmattparkplatz,,,,46.98739 8.72244,None None
45,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0007,,041 819 47 47,,,CH*EBS*E123*0007,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type J Swiss Standard']",Free publicly accessible,CH*EBS*E123*0007,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 3.7}]",False,,,['Direct'],,,,['None'],['REMOTE'],Unteriberg,CHE,nan,8842,Minsterplatz,,,,47.05811 8.79975,None None
46,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0008,,041 819 47 47,,,CH*EBS*E123*0008,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type J Swiss Standard']",Free publicly accessible,CH*EBS*E123*0008,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 3.7}]",False,,,['Direct'],,,,['None'],['REMOTE'],Muotathal,CHE,nan,6436,Poststrasse (Gemeindeparkplatz),,,,46.9747 8.75783,None None
47,CH*EBS,ebs Energie AG,False,CH*EBS*E123*0009,,041 819 47 47,,,CH*EBS*E123*0009,,,"['Type 2 Outlet', 'Type 2 Outlet', 'Type J Swiss Standard', 'Type J Swiss Standard']",Free publicly accessible,CH*EBS*E123*0009,false,"[{'power': 22.0}, {'power': 22.0}, {'power': 3.7}, {'power': 3.7}]",False,,,['Direct'],,,,['None'],['REMOTE'],Bisisthal,CHE,nan,6436,Parkplatz Talstation Luftseilbahn Sahli-Glattalp,,,,46.91384 8.84645,None None
48,CH*DIE,Stadt Dietikon,False,CH*DIE*E123*0001,,,,,CH*DIE*E123*0001,,,"['Type 2 Outlet', 'Type 2 Outlet']",Paying publicly accessible,CH*DIE*E123*0001,false,"[{'power': 11}, {'power': 11}]",False,,,['Direct'],,,,['None'],['Direct Payment'],Dietikon,CHE,15,8953,Bremgartnerstrasse,,,,47.40293 8.40211,None None
49,CH*E4U,easy4you,False,AT*HTB*E100333,,,,,Enerhub_Chioggia_1,,,['Type 2 Outlet'],Paying publicly accessible,AT*HTB*E100333,true,"[{'power': 22.08, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Chioggia,ITA,,30015,"Strada Statale Romea, 510/B",,,,45.189317 12.277633,None None
50,CH*E4U,easy4you,False,AT*HTB*E100333,,,,,Enerhub_Chioggia_1,,,['Type 2 Outlet'],Paying publicly accessible,AT*HTB*E100334,true,"[{'power': 22.08, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Chioggia,ITA,,30015,"Strada Statale Romea, 510/B",,,,45.189317 12.277633,None None
51,CH*E4U,easy4you,False,AT*HTB*E100333,,,,,Enerhub_Chioggia_1,,,['Type 2 Outlet'],Paying publicly accessible,AT*HTB*E100335,true,"[{'power': 22.08, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Chioggia,ITA,,30015,"Strada Statale Romea, 510/B",,,,45.189317 12.277633,None None
52,CH*E4U,easy4you,False,AT*HTB*E100333,,,,,Enerhub_Chioggia_1,,,['Type 2 Outlet'],Paying publicly accessible,AT*HTB*E100336,true,"[{'power': 22.08, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Chioggia,ITA,,30015,"Strada Statale Romea, 510/B",,,,45.189317 12.277633,None None
53,CH*E4U,easy4you,False,CH*E4U*E00253,,,,,Werke am Zürichsee,,,['CCS Combo 2 Plug (Cable Attached)'],Paying publicly accessible,CH*E4U*E00253,true,"[{'power': 50, 'powertype': 'DC', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Küsnacht,CHE,,8700,Freihofstrasse 30,,,,47.309896283257 8.586035370827,None None
54,CH*E4U,easy4you,False,CH*E4U*E00253,,,,,Werke am Zürichsee,,,['Type 2 Outlet'],Paying publicly accessible,CH*E4U*E00251,true,"[{'power': 22.08, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Küsnacht,CHE,,8700,Freihofstrasse 30,,,,47.309896283257 8.586035370827,None None
55,CH*E4U,easy4you,False,CH*E4U*E00253,,,,,Werke am Zürichsee,,,['CHAdeMO'],Paying publicly accessible,CH*E4U*E00252,true,"[{'power': 20, 'powertype': 'DC', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Küsnacht,CHE,,8700,Freihofstrasse 30,,,,47.309896283257 8.586035370827,None None
56,CH*E4U,easy4you,False,AT*HTB*E100311,,,,,Enerhub_San Donà 1,,,['Type 2 Outlet'],Paying publicly accessible,AT*HTB*E100311,true,"[{'power': 22.08, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']", San Donà di Piave,ITA,,30027,"Via Iseo, 1",,,,45.639817615198 12.59893655777,None None
57,CH*E4U,easy4you,False,AT*HTB*E100311,,,,,Enerhub_San Donà 1,,,['Type 2 Outlet'],Paying publicly accessible,AT*HTB*E100312,true,"[{'power': 22.08, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']", San Donà di Piave,ITA,,30027,"Via Iseo, 1",,,,45.639817615198 12.59893655777,None None
58,CH*E4U,easy4you,False,CH*E4U*E00489,,,,,Tolderhaus Näfels,,,['CCS Combo 2 Plug (Cable Attached)'],Paying publicly accessible,CH*E4U*E00489,true,"[{'power': 50, 'powertype': 'DC', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Näfels,CHE,,8752,Bahnhofstrasse 1,,,,47.099453120484 9.063441753387,None None
59,CH*E4U,easy4you,False,CH*E4U*E00489,,,,,Tolderhaus Näfels,,,['Type 2 Outlet'],Paying publicly accessible,CH*E4U*E00487,true,"[{'power': 44.16, 'powertype': 'AC_1_PHASE', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Näfels,CHE,,8752,Bahnhofstrasse 1,,,,47.099453120484 9.063441753387,None None
60,CH*E4U,easy4you,False,CH*E4U*E00489,,,,,Tolderhaus Näfels,,,['CHAdeMO'],Paying publicly accessible,CH*E4U*E00488,true,"[{'power': 50, 'powertype': 'DC', 'amperage': 0, 'voltage': 0}]",False,,,,,,,['MaximumPowerCharging'],"['NFC RFID Classic', 'Direct Payment']",Näfels,CHE,,8752,Bahnhofstrasse 1,,,,47.099453120484 9.063441753387,None None
